xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8,Tri0,Tri1,Tri2,Tri3,Tri4,Tri5,Tri6,Tri7
109.0,85.0,109.0,85.0,0.18823531270027202,0.18823531270027202,0.125,0.023529414087534003,46.351914739307155,143.0,157.0,143.0,157.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,33.324165405903265,140.0,100.0,140.0,100.0,0.19607844948768602,0.19607844948768602,0.1,0.019607844948768605,30.20761493398643,150.0,137.0,150.0,137.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,24.423349483639626,144.0,136.0,144.0,136.0,0.19215688109397897,0.19215688109397897,0.083,0.015949021130800253,18.560711193270585,182.0,115.0,182.0,115.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,55.915114235777075,134.0,125.0,134.0,125.0,0.18823531270027202,0.18823531270027202,0.074,0.01392941313982013,6.96419413859206,101.0,189.0,101.0,189.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,66.9664094901317,134.0,129.0,134.0,129.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,6.670832032063167,145.0,104.0,145.0,104.0,0.18823531270027202,0.18823531270027202,0.067,0.012611765950918227,29.300170647967224,0.458,0.333,0.3,0.251,0.276,0.176,0.283,0.192,0.234,0.151,0.476,0.385,0.208,0.134,0.367,0.317,0.267,0.175,0.858,0.667,0.642,0.608,0.784,0.734,0.667,0.701
109.0,95.0,109.0,95.0,0.19215688109397897,0.19215688109397897,0.067,0.012874511033296591,37.39652390263031,86.0,97.0,86.0,97.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,51.50242712727236,138.0,88.0,138.0,88.0,0.19607844948768602,0.19607844948768602,0.1,0.019607844948768605,40.87175063537161,126.0,77.0,126.0,77.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,50.52227231627651,145.0,126.0,144.0,129.0,0.19215688109397897,0.149019613862038,0.083,0.015949021130800253,16.56804152578089,133.0,86.0,133.0,86.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,41.862871377868956,71.0,121.0,71.0,121.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,56.87266478722445,166.0,127.0,166.0,127.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,38.50324661635691,152.0,69.0,152.0,69.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,63.42318188170631,150.0,98.0,151.95407104492202,97.02294921875,0.18823531270027202,0.152941182255745,0.067,0.012611765950918227,39.07495636584876,0.225,0.158,0.301,0.201,0.225,0.125,0.234,0.134,0.209,0.126,0.242,0.151,0.208,0.142,0.309,0.251,0.242,0.15,0.626,0.626,0.542,0.534,0.517,0.508,0.609,0.618
131.0,97.0,131.0,97.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,30.700162866017504,153.0,107.0,153.0,107.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,32.71849629796577,157.0,160.0,157.0,160.0,0.19215688109397897,0.19215688109397897,0.108,0.02075294315814973,43.89191269470949,157.0,135.0,157.0,135.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,30.438462510448847,152.0,155.0,152.0,155.0,0.19215688109397897,0.19215688109397897,0.083,0.015949021130800253,36.830693721405794,140.0,65.0,140.0,65.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,63.73774391990981,128.0,143.0,128.0,143.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,15.508062419270823,122.0,109.0,122.0,109.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,19.300259065618782,106.0,151.0,106.0,151.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,31.851216617265973,142.0,116.0,142.0,116.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,18.506755523321747,0.308,0.25,0.284,0.209,0.234,0.126,0.217,0.151,0.217,0.134,0.467,0.384,0.309,0.226,0.434,0.368,0.259,0.168,0.7,0.584,0.534,0.517,0.767,0.842,0.834,0.751
151.0,105.0,151.0,105.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,32.53459696999488,121.0,49.0,121.0,49.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,78.76864858558892,151.0,150.0,151.0,150.0,0.19215688109397897,0.19215688109397897,0.108,0.02075294315814973,32.53459696999488,130.0,85.0,130.0,85.0,0.18431372940540303,0.18431372940540303,0.109,0.02009019650518893,42.573465914816005,136.0,128.0,136.0,128.0,0.19215688109397897,0.19215688109397897,0.074,0.014219609200954443,8.514693182963201,142.0,61.0,142.0,61.0,0.18431372940540303,0.18431372940540303,0.109,0.02009019650518893,68.06247130394253,113.0,123.0,113.0,123.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,15.182226450688976,125.0,118.0,125.0,118.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,9.82344135219425,121.0,87.0,121.0,87.0,0.18823531270027202,0.18823531270027202,0.109,0.02051764908432965,41.018288603987365,154.0,129.0,154.0,129.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,26.542418879973994,0.225,0.159,0.301,0.218,0.233,0.125,0.251,0.142,0.208,0.134,0.284,0.175,0.234,0.134,0.333,0.25,0.251,0.142,0.634,0.643,0.558,0.568,0.592,0.601,0.676,0.642
149.0,138.0,149.0,138.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,23.926972228010797,130.0,95.0,130.0,95.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,32.59601202601324,154.0,102.0,154.0,102.0,0.19607844948768602,0.19607844948768602,0.1,0.019607844948768605,36.776351096866584,140.0,161.0,140.0,161.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,35.75611835756225,176.0,111.0,176.0,111.0,0.19215688109397897,0.19215688109397897,0.058,0.011145099103450781,51.22987409705396,136.0,108.0,136.0,108.0,0.18823531270027202,0.18823531270027202,0.1,0.018823531270027203,21.27204738618265,78.0,125.0,78.0,125.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,49.563091106185055,92.0,118.0,92.0,118.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,36.74914965002592,139.0,90.0,139.0,90.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,39.223717314910374,151.0,96.0,151.0,96.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,39.30012722625717,0.25,0.184,0.3,0.217,0.226,0.126,0.225,0.142,0.192,0.134,0.284,0.184,0.267,0.176,0.317,0.268,0.225,0.151,0.65,0.609,0.509,0.517,0.567,0.6,0.658,0.6
109.0,138.0,109.0,138.0,0.19215688109397897,0.19215688109397897,0.074,0.014219609200954443,21.27204738618265,120.0,73.0,120.0,73.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,55.01363467359705,133.0,70.0,133.0,70.0,0.19607844948768602,0.19607844948768602,0.083,0.01627451130747794,57.76244454660831,134.0,127.0,134.0,127.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,6.519202405202649,153.0,122.0,153.0,122.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,26.086394921491163,146.0,103.0,146.0,103.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,30.700162866017504,138.0,123.0,138.0,123.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,11.423659658795863,101.0,131.0,101.0,131.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,26.73013280924732,142.0,62.0,142.0,62.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,67.08576600144028,144.0,114.0,144.0,114.0,0.19215688109397897,0.19215688109397897,0.075,0.014411766082048421,21.319005605327842,0.283,0.209,0.284,0.209,0.234,0.151,0.284,0.193,0.2,0.134,0.267,0.184,0.225,0.159,0.309,0.242,0.225,0.134,0.65,0.609,0.584,0.567,0.533,0.559,0.625,0.609
166.0,120.0,166.0,120.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,39.223717314910374,124.0,85.0,124.0,85.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,42.64387412044079,153.0,144.0,153.0,144.0,0.19215688109397897,0.19215688109397897,0.084,0.016141178011894235,30.37268509697488,140.0,83.0,140.0,83.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,46.22228899567826,176.0,124.0,176.0,124.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,48.62612466565683,149.0,97.0,149.0,97.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,37.31621631409058,124.0,130.0,124.0,130.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,4.301162633521313,125.0,159.0,125.0,159.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,31.599050618649922,114.0,100.0,114.0,100.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,30.63494736408078,169.0,94.0,169.0,94.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,53.33385416412356,0.275,0.192,0.375,0.284,0.217,0.133,0.225,0.134,0.192,0.117,0.301,0.209,0.25,0.167,0.35,0.284,0.267,0.175,0.734,0.683,0.517,0.509,0.576,0.617,0.692,0.684
150.0,72.0,150.0,72.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,59.88739433303139,139.0,103.0,139.0,103.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,27.064737205448715,181.0,133.0,181.0,133.0,0.19215688109397897,0.19215688109397897,0.074,0.014219609200954443,53.781967238099426,141.0,129.0,141.0,129.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,13.583077707206124,146.0,122.0,146.0,122.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,19.300259065618782,142.0,112.0,142.0,112.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,21.224985276791124,121.0,129.0,121.0,129.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,6.670832032063167,131.0,164.0,131.0,164.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,36.66742423459821,138.0,117.0,138.0,117.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,14.849242404917497,152.0,85.0,154.933410644531,85.0,0.18431372940540303,0.15686275064945202,0.058,0.010690196305513376,50.58499796966949,0.308,0.217,0.376,0.301,0.25,0.176,0.275,0.184,0.326,0.251,0.409,0.318,0.233,0.159,0.342,0.267,0.242,0.159,0.758,0.717,0.6,0.692,0.809,0.717,0.658,0.642
144.0,168.0,144.0,168.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,43.73213921133976,114.0,96.0,114.0,96.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,34.27097897638759,171.0,153.0,171.0,153.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,50.42320894191484,163.0,171.0,163.0,171.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,56.14712815451918,159.0,121.0,159.0,121.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,32.16364407215078,145.0,164.0,145.0,161.0478515625,0.18431372940540303,0.172549024224281,0.1,0.018431372940540303,37.83792204204049,170.0,101.0,172.0,101.0,0.18431372940540303,0.15686275064945202,0.083,0.015298039540648452,51.79285665031424,139.0,163.0,139.0,163.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,37.31621631409058,140.0,142.0,140.0,142.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,19.144189719076646,95.0,117.0,95.0,117.0,0.19215688109397897,0.19215688109397897,0.066,0.012682354152202611,34.15406271587613,0.308,0.25,0.343,0.268,0.258,0.15,0.309,0.226,0.225,0.142,0.292,0.192,0.209,0.126,0.325,0.259,0.192,0.126,0.759,0.684,0.65,0.634,0.6,0.567,0.6,0.583
182.0,141.0,182.0,141.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,56.14712815451918,135.0,120.0,135.0,120.0,0.180392161011696,0.180392161011696,0.084,0.015152941524982465,10.606601717798213,140.0,103.0,140.0,103.0,0.19215688109397897,0.19215688109397897,0.083,0.015949021130800253,27.504545078950134,134.0,111.0,134.0,111.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,17.7341478509682,150.0,104.0,149.020202636719,106.93939208984399,0.19215688109397897,0.113725498318672,0.074,0.014219609200954443,29.7633620271739,149.0,152.0,149.0,152.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,32.59601202601324,102.0,125.0,102.0,125.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,25.622255950637914,120.0,151.0,120.0,151.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,24.66779276708802,131.0,149.0,131.0,149.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,21.783020910791965,163.0,114.0,163.0,114.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,37.98025802966588,0.258,0.183,0.343,0.259,0.216,0.133,0.234,0.142,0.192,0.118,0.233,0.142,0.217,0.134,0.333,0.267,0.242,0.142,0.684,0.651,0.524,0.517,0.508,0.516,0.65,0.658
