xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,state
32.0,100.0,32.0,100.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,28.111385593741193,34.0,124.0,34.0,124.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,46.06788469204984,56.0,134.0,56.0,134.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,51.53882032022076,75.0,139.0,75.0,139.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,60.276446477873925,60.0,121.0,60.0,121.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,38.96472763923803,51.0,86.0,51.0,86.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,4.6097722286464435,66.0,114.0,66.0,114.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,33.70830758136635,0.291,0.183,0.242,0.151,0.367,0.284,0.617,0.551,0.25,0.175,0.242,0.176,1
35.0,123.0,35.0,123.0,0.160784319043159,0.160784319043159,0.067,0.010772549375891654,44.73533279187716,72.0,104.0,72.0,104.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,28.040149785619906,65.0,137.0,65.0,137.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,55.599010782566985,44.0,108.0,44.0,108.0,0.18823531270027202,0.18823531270027202,0.042,0.007905883133411425,27.390691849604675,65.0,98.0,65.0,98.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,19.00657780874821,35.0,127.0,35.0,127.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,48.386465049639654,68.0,133.0,68.0,133.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,52.40467536394057,0.209,0.142,0.217,0.142,0.425,0.342,0.501,0.459,0.242,0.159,0.233,0.159,1
48.0,123.0,48.0,123.0,0.137254908680916,0.137254908680916,0.066,0.009058823972940456,40.94203219186854,94.0,86.0,94.0,86.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,40.152833025827704,67.0,121.0,67.0,121.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,40.635575546557725,60.0,106.0,60.0,106.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,24.253865671269807,54.0,107.0,54.0,107.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,24.5,29.0,141.0,29.0,141.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,63.61800059731522,51.0,125.0,51.0,125.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,42.60575078554537,0.225,0.159,0.25,0.167,0.393,0.31,0.533,0.467,0.217,0.159,0.242,0.159,1
26.0,129.0,26.0,129.0,0.168627455830574,0.168627455830574,0.083,0.013996078833937643,54.27936993002037,76.0,99.0,76.0,99.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,27.5,66.0,141.0,66.0,141.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,59.71808771218315,63.0,113.0,63.0,113.0,0.19215688109397897,0.19215688109397897,0.066,0.012682354152202611,31.80015723231569,77.0,102.0,77.0,102.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,30.153772566629204,43.0,88.0,43.0,88.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,12.298373876248844,61.0,121.0,61.0,121.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,39.131189606246316,0.209,0.126,0.225,0.134,0.35,0.276,0.417,0.351,0.251,0.151,0.241,0.167,1
32.0,131.0,32.0,131.0,0.160784319043159,0.160784319043159,0.05,0.00803921595215795,53.25645500782041,75.0,109.0,75.0,109.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,33.811980125393426,74.0,132.0,74.0,132.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,53.387732673339855,69.0,122.0,69.0,122.0,0.19215688109397897,0.19215688109397897,0.057,0.010952942222356802,42.25221887664599,65.0,126.0,65.0,126.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,44.86925450684466,37.0,139.0,37.0,139.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,59.00211860602973,67.0,148.0,67.0,148.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,66.77761601015717,0.209,0.159,0.208,0.134,0.293,0.251,0.391,0.334,0.226,0.151,0.225,0.159,1
41.0,144.0,41.0,144.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,62.8589691293136,77.0,132.0,77.0,132.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,54.582506355058484,85.0,126.0,85.0,126.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,53.415821626181135,52.0,136.0,52.0,136.0,0.19607844948768602,0.19607844948768602,0.05,0.009803922474384302,53.53737012592232,90.0,82.0,90.0,82.0,0.160784319043159,0.160784319043159,0.05,0.00803921595215795,36.003472054789384,59.0,162.0,59.0,162.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,79.65707752610561,80.0,138.0,80.0,138.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,61.28825336065631,0.225,0.133,0.192,0.125,0.326,0.259,0.35,0.3,0.217,0.167,0.217,0.15,1
31.0,115.0,31.0,115.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,39.81519810323691,64.0,106.0,64.0,106.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,25.53918557824427,66.0,133.0,66.0,133.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,51.906165337077255,70.0,120.0,70.0,120.0,0.19215688109397897,0.19215688109397897,0.041,0.007878432124853138,40.77070026379238,75.0,92.0,75.0,92.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,23.04886114323222,41.0,122.0,41.0,122.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,41.58425182686349,71.0,131.0,71.0,131.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,51.39309292113095,0.217,0.134,0.2,0.134,0.317,0.259,0.384,0.343,0.192,0.151,0.233,0.15,1
30.0,111.0,30.0,111.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,37.259227045122664,59.0,124.0,59.0,124.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,41.80011961705373,64.0,130.0,64.0,130.0,0.172549024224281,0.172549024224281,0.049,0.00845490218698977,48.541219597369,81.0,114.0,81.0,114.0,0.19215688109397897,0.19215688109397897,0.082,0.015756864249706275,41.48795005781799,47.0,116.0,47.0,116.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,34.2235299172952,47.0,142.0,47.0,142.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,59.91034969018291,51.0,144.0,51.0,144.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,61.573127255321374,0.2,0.142,0.201,0.126,0.267,0.218,0.483,0.401,0.234,0.151,0.233,0.142,1
48.0,145.0,48.0,145.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,62.787339488148405,85.0,108.0,85.0,108.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,40.1403786728526,77.0,113.0,77.0,113.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,38.20013088982812,66.0,77.0,66.0,77.0,0.19215688109397897,0.19215688109397897,0.041,0.007878432124853138,13.200378782444085,87.0,100.0,87.0,100.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,37.35304539123952,68.0,149.0,68.0,149.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,67.9577074363166,62.0,159.0,62.0,159.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,76.91716323422231,0.209,0.134,0.192,0.126,0.317,0.251,0.367,0.326,0.209,0.143,0.217,0.159,1
47.0,145.0,47.0,145.0,0.14509804546833,0.14509804546833,0.042,0.00609411790966986,62.890778338322384,65.0,136.0,65.0,136.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,54.61913584083879,60.0,132.0,60.0,132.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,49.86231041578399,74.0,105.0,74.0,105.0,0.19215688109397897,0.19215688109397897,0.058,0.011145099103450781,30.103986446980738,88.0,107.0,88.0,107.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,41.907636535600524,59.0,128.0,59.0,128.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,45.77390086064329,73.0,131.0,73.0,131.0,0.172549024224281,0.172549024224281,0.034,0.0058666668236255545,52.08886637276722,0.184,0.142,0.2,0.125,0.292,0.217,0.317,0.259,0.201,0.151,0.216,0.15,1
