xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5
40.0,132.0,40.0,132.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,51.44171459039833,26.0,111.0,26.0,111.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,39.953097501945955,45.0,112.0,45.0,112.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,30.84234102658227,60.0,105.0,60.0,105.0,0.172549024224281,0.172549024224281,0.041,0.007074509993195521,23.286262044390035,56.0,86.0,56.0,86.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,4.031128874149275,26.0,145.0,28.0,150.0,0.176470592617989,0.0784313753247261,0.083,0.014647059187293088,72.33429338840602,61.0,113.0,61.0,113.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,31.2929704566377,0.299,0.233,0.284,0.209,0.451,0.385,0.584,0.543,0.217,0.142,0.242,0.159
58.0,121.0,58.0,121.0,0.168627455830574,0.168627455830574,0.066,0.011129412084817885,38.70723446592381,65.0,106.0,65.0,106.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,25.947061490658243,42.0,100.0,42.0,100.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,21.219095173922945,95.0,94.0,95.0,94.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,42.58227330709341,50.0,75.0,50.0,75.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,8.5,21.0,135.0,21.0,135.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,62.010079825783166,57.0,120.0,57.0,120.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,37.61980861195336,0.192,0.126,0.225,0.159,0.359,0.301,0.492,0.434,0.226,0.126,0.241,0.175
55.0,96.0,55.0,96.0,0.160784319043159,0.160784319043159,0.058,0.009325490504503223,13.536986370680884,68.0,93.0,68.0,93.0,0.176470592617989,0.176470592617989,0.042,0.0074117648899555385,17.5,46.0,112.0,46.0,112.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,30.56550343115585,80.0,65.0,80.0,65.0,0.180392161011696,0.180392161011696,0.042,0.0075764707624912326,31.34086788842964,70.0,117.0,70.0,117.0,0.14117647707462302,0.14117647707462302,0.092,0.012988235890865318,38.029593739612835,60.0,120.0,60.0,120.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,37.97696670351649,38.0,94.0,38.0,94.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,19.704060495238032,0.183,0.125,0.192,0.15,0.359,0.309,0.534,0.492,0.217,0.125,0.234,0.151
46.0,105.0,46.0,105.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,23.879907872519105,74.0,74.0,74.0,74.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,21.73131381210073,37.0,99.0,37.0,99.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,23.69071548096427,102.0,86.0,102.0,86.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,48.12743500333256,44.0,100.0,44.0,100.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,20.155644370746373,59.0,123.0,59.0,123.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,40.80747480548141,58.0,111.0,58.0,111.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,28.77933286231632,0.184,0.126,0.217,0.159,0.376,0.326,0.559,0.51,0.225,0.134,0.234,0.159
46.0,134.0,46.0,134.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,52.11765535785354,60.0,88.0,60.0,88.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,8.139410298049853,60.0,107.0,60.0,107.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,25.22399651125888,49.0,144.0,49.0,144.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,61.702917273010684,62.0,79.0,62.0,79.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,8.73212459828649,27.0,82.0,27.0,82.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,27.004629232781554,79.0,99.0,79.0,99.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,29.95413160150032,0.201,0.118,0.192,0.134,0.417,0.359,0.501,0.46,0.217,0.151,0.242,0.184
62.0,132.0,62.0,132.0,0.152941182255745,0.152941182255745,0.066,0.010094118028879169,50.1422975141746,71.0,105.0,71.0,105.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,28.20017730440715,44.0,102.0,44.0,102.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,21.914607000811127,86.0,111.0,86.0,111.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,42.85148772213166,44.0,116.0,44.0,116.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,34.96069221282668,36.0,122.0,36.0,122.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,43.407948580876294,60.0,89.0,60.0,89.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,8.845903006477066,0.2,0.134,0.167,0.117,0.368,0.301,0.467,0.418,0.217,0.15,0.217,0.142
52.0,119.0,52.0,119.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,36.55475345286848,72.0,84.0,72.0,84.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,18.062391868188442,60.0,112.0,60.0,112.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,30.103986446980738,87.0,97.0,87.0,97.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,36.04511062543712,60.0,106.0,60.0,106.0,0.172549024224281,0.172549024224281,0.059,0.010180392429232578,24.253865671269807,32.0,146.0,32.0,146.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,67.20305052599919,66.0,140.0,66.0,140.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,58.73882872512866,0.167,0.109,0.192,0.134,0.367,0.309,0.442,0.392,0.201,0.142,0.233,0.158
59.0,118.0,59.0,118.0,0.15686275064945202,0.15686275064945202,0.059,0.009254902288317669,35.8503835404867,70.0,95.0,70.0,95.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,20.303940504246953,22.0,101.0,22.0,101.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,36.96281915655244,77.0,100.0,77.0,100.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,28.90069203323685,45.0,98.0,45.0,98.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,17.92344832893492,21.0,142.0,21.0,142.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,68.03859199013453,75.0,102.0,75.0,102.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,28.6574597618142,0.176,0.117,0.175,0.117,0.359,0.301,0.434,0.384,0.209,0.143,0.234,0.168
42.0,114.0,42.0,114.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,33.70830758136635,75.0,71.0,75.0,71.0,0.176470592617989,0.176470592617989,0.042,0.0074117648899555385,23.942639787625758,51.0,87.0,51.0,87.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,5.408326913195984,77.0,73.0,77.0,73.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,24.88473427625861,47.0,93.0,47.0,93.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,12.619429464123963,37.0,107.0,37.0,107.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,29.82029510249689,58.0,75.0,58.0,75.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,8.5,0.175,0.117,0.159,0.117,0.359,0.293,0.434,0.384,0.2,0.125,0.217,0.142
61.0,112.0,61.0,112.0,0.152941182255745,0.152941182255745,0.067,0.010247059211134914,30.319135871591065,55.0,72.0,55.0,72.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,10.547511554864494,62.0,84.0,62.0,84.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,8.139410298049853,71.0,80.0,71.0,80.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,17.18284027743958,63.0,90.0,63.0,90.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,11.715374513859981,57.0,133.0,57.0,133.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,50.58903043150758,81.0,124.0,81.0,124.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,49.51009997970111,0.175,0.108,0.167,0.117,0.342,0.292,0.418,0.368,0.192,0.134,0.233,0.158
