xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4
22.0,75.0,22.0,75.0,0.14509804546833,0.14509804546833,0.149,0.02161960877478117,32.86715685908959,47.0,70.0,47.0,70.0,0.18431372940540303,0.18431372940540303,0.125,0.02303921617567538,14.326548781894402,61.0,95.0,61.0,95.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,14.326548781894402,46.0,91.0,46.0,91.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,11.672617529928752,53.0,109.0,53.0,109.0,0.18431372940540303,0.18431372940540303,0.134,0.02469803974032401,26.51886121235224,15.0,93.0,15.0,93.0,0.18823531270027202,0.18823531270027202,0.15,0.028235296905040803,40.38873605350878,0.582,0.433,0.876,0.751,0.71,0.593,0.575,0.492,0.401,0.267
38.0,82.0,38.0,82.0,0.172549024224281,0.172549024224281,0.159,0.027435294851660682,16.00781059358212,44.0,62.0,44.0,62.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,22.808989455914087,62.0,93.0,62.0,93.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,13.200378782444085,41.0,96.0,41.0,96.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,18.741664813991314,42.0,102.0,42.0,102.0,0.180392161011696,0.180392161011696,0.124,0.022368627965450305,22.89650628371062,36.0,82.0,36.0,82.0,0.180392161011696,0.180392161011696,0.174,0.031388236016035104,18.006943105369107,0.593,0.434,0.701,0.61,0.534,0.426,0.459,0.36,0.434,0.31
23.0,92.0,33.0,89.0,0.121568635106087,0.12941177189350098,0.158,0.019207844346761746,21.982947936980608,62.0,75.0,62.0,75.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,10.965856099730654,62.0,58.0,62.0,58.0,0.164705887436867,0.164705887436867,0.1,0.0164705887436867,25.773047937719745,52.0,92.0,52.0,92.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,9.7082439194738,59.0,107.0,59.0,107.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,25.004999500099974,38.0,72.0,38.0,72.0,0.180392161011696,0.180392161011696,0.15,0.0270588241517544,19.13765920900464,0.726,0.568,0.567,0.459,0.585,0.485,0.401,0.335,0.475,0.376
23.0,58.0,23.0,58.0,0.168627455830574,0.168627455830574,0.124,0.020909804522991175,39.51265620026069,63.0,60.0,63.0,60.0,0.180392161011696,0.180392161011696,0.117,0.021105882838368433,24.23324163210527,50.0,78.0,50.0,78.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,6.020797289396148,55.0,62.0,55.0,62.0,0.18431372940540303,0.18431372940540303,0.133,0.024513726010918602,20.524375751773793,72.0,98.0,72.0,98.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,23.753947040439407,27.0,101.0,27.0,101.0,0.18431372940540303,0.18431372940540303,0.141,0.025988235846161823,32.72995569810628,0.467,0.343,0.834,0.717,0.668,0.543,0.601,0.468,0.492,0.384
33.0,105.0,33.0,105.0,0.168627455830574,0.168627455830574,0.175,0.02950980477035045,30.777426793024787,69.0,79.0,69.0,79.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,15.402921800749363,66.0,65.0,66.0,65.0,0.133333340287209,0.133333340287209,0.083,0.011066667243838348,21.219095173922945,53.0,105.0,53.0,105.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,22.522211259110417,58.0,91.0,58.0,91.0,0.176470592617989,0.176470592617989,0.099,0.01747058866918091,9.394147114027968,22.0,110.0,22.0,110.0,0.176470592617989,0.176470592617989,0.133,0.02347058881819254,42.19300889957956,0.501,0.326,0.584,0.476,0.601,0.518,0.518,0.41,0.525,0.426
40.0,68.0,40.0,68.0,0.15686275064945202,0.15686275064945202,0.159,0.024941177353262872,20.155644370746373,52.0,73.0,52.0,73.0,0.180392161011696,0.180392161011696,0.109,0.019662745550274863,9.7082439194738,61.0,77.0,61.0,77.0,0.121568635106087,0.121568635106087,0.1,0.0121568635106087,8.902246907382429,47.0,88.0,47.0,88.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,8.902246907382429,52.0,108.0,52.0,108.0,0.18823531270027202,0.18823531270027202,0.117,0.022023531585931826,25.578311124857326,41.0,58.0,41.0,58.0,0.180392161011696,0.180392161011696,0.141,0.025435294702649134,27.735356496717326,0.534,0.375,0.576,0.467,0.551,0.451,0.584,0.493,0.443,0.326
27.0,75.0,27.0,75.0,0.137254908680916,0.137254908680916,0.183,0.025117648288607627,28.02231253840411,50.0,97.0,50.0,97.0,0.19215688109397897,0.19215688109397897,0.141,0.02709412023425103,15.041608956491324,62.0,75.0,62.0,75.0,0.12941177189350098,0.12941177189350098,0.158,0.020447059959173154,10.965856099730654,62.0,74.0,62.0,74.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,11.672617529928752,63.0,91.0,63.0,91.0,0.18823531270027202,0.18823531270027202,0.117,0.022023531585931826,12.379418403139947,48.0,101.0,48.0,101.0,0.180392161011696,0.180392161011696,0.175,0.031568628177046795,19.448650338776723,0.584,0.401,0.567,0.426,0.901,0.743,0.534,0.443,0.535,0.418
21.0,76.0,26.0,79.0,0.137254908680916,0.125490203499794,0.191,0.026215687558054958,28.217902119044926,59.0,97.0,59.0,97.0,0.18431372940540303,0.18431372940540303,0.141,0.025988235846161823,15.337861650177967,65.0,87.0,66.0,86.0,0.15686275064945202,0.0588235333561897,0.1,0.0156862750649452,12.5,68.0,72.0,68.0,72.0,0.164705887436867,0.164705887436867,0.142,0.023388236016035114,17.5,62.0,74.0,62.0,74.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,11.672617529928752,48.0,83.0,48.0,83.0,0.18431372940540303,0.18431372940540303,0.174,0.032070588916540126,6.020797289396148,0.643,0.452,0.692,0.551,0.492,0.392,0.643,0.501,0.409,0.301
23.0,115.0,23.0,115.0,0.168627455830574,0.168627455830574,0.157,0.02647451056540012,44.91380634058975,35.0,81.0,35.0,81.0,0.18431372940540303,0.18431372940540303,0.117,0.021564706340432154,19.059118552545918,74.0,76.0,74.0,76.0,0.12941177189350098,0.12941177189350098,0.066,0.008541176944971064,21.02974084481309,61.0,77.0,61.0,77.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,8.902246907382429,52.0,106.0,52.0,106.0,0.18823531270027202,0.18823531270027202,0.125,0.023529414087534003,23.58495283014151,1.0,117.0,1.0,117.0,0.180392161011696,0.180392161011696,0.192,0.034635294914245635,63.23962365479415,0.608,0.451,0.609,0.492,1.545,1.479,0.591,0.5,0.425,0.3
33.0,113.0,33.0,113.0,0.176470592617989,0.176470592617989,0.15,0.02647058889269835,37.030392922571046,36.0,75.0,36.0,75.0,0.19215688109397897,0.19215688109397897,0.108,0.02075294315814973,19.5,65.0,64.0,65.0,64.0,0.160784319043159,0.160784319043159,0.116,0.018650981009006445,21.523243250030884,63.0,79.0,63.0,79.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,9.656603957913983,70.0,84.0,70.0,84.0,0.176470592617989,0.176470592617989,0.133,0.02347058881819254,16.070158679988197,35.0,105.0,35.0,105.0,0.180392161011696,0.180392161011696,0.141,0.025435294702649134,29.449108645254444,0.634,0.484,0.517,0.409,0.659,0.543,0.509,0.401,0.517,0.384
