xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4
57.0,100.0,57.0,100.0,0.152941182255745,0.152941182255745,0.082,0.01254117694497109,17.755280904564703,56.0,96.0,56.0,96.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,13.647344063956181,42.0,116.0,42.0,116.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,35.58440669731617,53.0,116.0,53.0,116.0,0.172549024224281,0.172549024224281,0.084,0.014494118034839605,33.514922049737784,11.0,116.0,11.0,116.0,0.164705887436867,0.164705887436867,0.117,0.01927058883011344,54.50917353987308,50.0,138.0,50.0,138.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,55.64395744373328,0.324,0.242,0.65,0.559,0.484,0.417,0.442,0.358,0.66,0.543
60.0,86.0,60.0,86.0,0.149019613862038,0.149019613862038,0.067,0.009984314128756546,6.946221994724902,71.0,92.0,71.0,92.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,19.474342094150447,50.0,89.0,50.0,89.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,7.632168761236874,65.0,92.0,65.0,92.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,14.534441853748634,62.0,122.0,62.0,122.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,40.30198506277327,61.0,106.0,61.0,106.0,0.172549024224281,0.172549024224281,0.133,0.022949020221829375,24.520399670478458,0.35,0.283,0.484,0.417,0.434,0.326,0.384,0.301,0.426,0.318
50.0,102.0,50.0,102.0,0.14509804546833,0.14509804546833,0.108,0.01567058891057964,19.90602923739438,72.0,126.0,72.0,126.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,47.077064479425644,55.0,67.0,55.0,67.0,0.152941182255745,0.152941182255745,0.109,0.016670588865876204,15.532224567009067,66.0,95.0,66.0,95.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,17.327723451163457,71.0,122.0,71.0,122.0,0.172549024224281,0.172549024224281,0.142,0.0245019614398479,43.00290687848904,74.0,79.0,74.0,79.0,0.176470592617989,0.176470592617989,0.159,0.028058824226260253,20.303940504246953,0.484,0.376,0.417,0.326,0.468,0.359,0.308,0.25,0.409,0.267
73.0,76.0,73.0,76.0,0.121568635106087,0.121568635106087,0.066,0.008023529917001742,20.081085628023203,85.0,123.0,85.0,123.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,51.00245092149984,26.0,78.0,26.0,78.0,0.164705887436867,0.164705887436867,0.041,0.006752941384911548,28.359301824974466,61.0,90.0,61.0,90.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,10.259142264341596,58.0,134.0,58.0,134.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,51.655106233556424,69.0,85.0,69.0,85.0,0.176470592617989,0.176470592617989,0.141,0.02488235355913645,15.20690632574555,0.316,0.25,0.485,0.393,0.483,0.442,0.301,0.234,0.376,0.259
82.0,79.0,82.0,79.0,0.10196079313755,0.10196079313755,0.075,0.007647059485316249,28.217902119044926,65.0,126.0,65.0,126.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,44.86925450684466,52.0,82.0,52.0,82.0,0.180392161011696,0.180392161011696,0.109,0.019662745550274863,2.0615528128088303,46.0,82.0,46.0,82.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,8.0156097709407,64.0,120.0,64.0,120.0,0.176470592617989,0.176470592617989,0.158,0.027882353633642262,38.81043674065006,89.0,84.0,89.0,84.0,0.180392161011696,0.180392161011696,0.166,0.029945098727941537,35.03212811120672,0.317,0.242,0.384,0.284,0.384,0.275,0.259,0.167,0.359,0.201
74.0,50.0,74.0,50.0,0.12941177189350098,0.12941177189350098,0.083,0.010741177067160582,38.16084380618437,63.0,135.0,63.0,135.0,0.176470592617989,0.176470592617989,0.15,0.02647058889269835,53.26584271369411,23.0,91.0,23.0,91.0,0.172549024224281,0.172549024224281,0.116,0.020015686810016597,32.14420632089086,60.0,108.0,60.0,108.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,26.196373794859472,52.0,119.0,52.0,119.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,36.55475345286848,76.0,104.0,76.0,104.0,0.180392161011696,0.180392161011696,0.133,0.02399215741455557,30.76117683054405,0.284,0.201,0.451,0.301,0.417,0.301,0.317,0.226,0.393,0.268
71.0,56.0,71.0,56.0,0.121568635106087,0.121568635106087,0.1,0.0121568635106087,31.48412298286233,86.0,96.0,86.0,96.0,0.176470592617989,0.176470592617989,0.142,0.025058824151754436,34.73110997362451,53.0,95.0,53.0,95.0,0.176470592617989,0.176470592617989,0.133,0.02347058881819254,12.539936203984453,46.0,85.0,46.0,85.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,8.381527307120106,31.0,141.0,31.0,141.0,0.172549024224281,0.172549024224281,0.134,0.023121569246053655,62.8589691293136,96.0,131.0,96.0,131.0,0.176470592617989,0.176470592617989,0.158,0.027882353633642262,64.15800807381726,0.317,0.217,0.443,0.301,0.367,0.234,0.317,0.217,0.376,0.242
82.0,71.0,82.0,71.0,0.109803929924965,0.109803929924965,0.074,0.00812549081444741,30.26962173533062,53.0,109.0,53.0,109.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,26.51886121235224,40.0,80.0,40.0,80.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,14.221462653327892,54.0,81.0,54.0,81.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,1.5,35.0,149.0,35.0,149.0,0.176470592617989,0.176470592617989,0.158,0.027882353633642262,69.16104394816492,65.0,85.0,54.0,98.0,0.172549024224281,0.12941177189350098,0.2,0.034509804844856204,15.5,0.292,0.218,0.367,0.267,0.359,0.234,0.292,0.209,0.359,0.201
79.0,68.0,79.0,68.0,0.121568635106087,0.121568635106087,0.083,0.01009019671380522,28.90069203323685,61.0,100.0,61.0,100.0,0.176470592617989,0.176470592617989,0.134,0.02364705941081053,18.848076824970764,53.0,72.0,53.0,72.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,10.547511554864494,50.0,104.0,50.0,104.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,21.86892772862904,42.0,105.0,40.0211181640625,106.978881835938,0.176470592617989,0.113725498318672,0.15,0.02647058889269835,28.18908996971911,80.0,102.0,80.0,102.0,0.180392161011696,0.180392161011696,0.184,0.03319215762615206,32.5,0.267,0.184,0.409,0.275,0.309,0.184,0.225,0.125,0.334,0.184
93.0,53.0,93.0,53.0,0.0823529437184334,0.0823529437184334,0.091,0.007494117878377438,48.9004089962446,92.0,110.0,92.0,110.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,46.90682253148256,73.0,111.0,73.0,111.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,34.2527371169079,49.0,88.0,49.0,88.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,7.433034373659253,65.0,150.0,60.0,151.0,0.180392161011696,0.113725498318672,0.133,0.02399215741455557,68.76227163205125,80.0,70.0,80.0,70.0,0.180392161011696,0.180392161011696,0.158,0.02850196143984797,28.848743473503312,0.325,0.234,0.526,0.401,0.292,0.192,0.292,0.192,0.343,0.21
