xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6
64.0,92.0,57.0,87.0,0.11764706671237898,0.176470592617989,0.041,0.004823529735207539,5.408326913195984,32.0,66.0,35.386512756347706,64.537841796875,0.176470592617989,0.14117647707462302,0.099,0.01747058866918091,25.866987352293222,49.0,97.0,49.0,97.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,15.337861650177967,46.0,95.0,46.0,95.0,0.176470592617989,0.176470592617989,0.022,0.003882353037595758,14.84082207965583,79.0,73.0,79.0,73.0,0.18431372940540303,0.18431372940540303,0.041,0.007556862905621524,26.744158240632665,51.0,84.0,51.0,84.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,3.3541019662496847,77.0,109.0,77.0,109.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,35.0891721190455,91.0,103.0,91.0,103.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,42.29952718411874,1.085,1.044,0.684,0.585,0.169,0.128,0.181,0.159,0.409,0.368,0.4,0.359,0.234,0.167
41.0,98.0,36.1979370117187,98.0,0.176470592617989,0.121568635106087,0.05,0.00882352963089945,23.60430991659648,34.0,83.0,34.0,83.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,20.006249023742555,54.0,120.0,57.0,120.0,0.180392161011696,0.152941182255745,0.049,0.008839215889573104,37.61980861195336,63.0,90.0,63.0,90.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,11.715374513859981,63.0,83.0,67.0,83.0,0.180392161011696,0.109803929924965,0.05,0.0090196080505848,13.009611831257688,27.0,99.0,27.0,99.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,31.64253466459348,46.0,74.0,46.0,74.0,0.180392161011696,0.180392161011696,0.024,0.004329411864280704,11.672617529928752,63.0,97.0,63.0,97.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,17.066048165876012,0.342,0.292,0.218,0.16,0.433,0.384,0.217,0.15,0.493,0.443,0.334,0.293,0.291,0.267
33.0,101.0,33.0,101.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,27.98660393831306,75.0,93.0,75.0,93.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,23.47871376374779,75.0,75.0,75.0,75.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,22.299103120977758,60.0,64.0,60.0,64.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,19.448650338776723,54.0,139.0,52.0,128.0,0.180392161011696,0.12941177189350098,0.067,0.012086274787783633,45.54393483220351,42.0,93.0,42.0,93.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,15.945218719101975,71.0,96.0,71.0,96.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,21.70829334609241,81.0,109.0,83.0,111.0,0.180392161011696,0.12941177189350098,0.05,0.0090196080505848,40.660177077823946,0.292,0.251,0.208,0.142,0.159,0.109,0.133,0.1,0.401,0.334,0.459,0.401,0.15,0.117
61.0,92.0,61.0,92.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,11.800423721205947,22.0,92.0,22.0,92.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,33.380383460949034,67.0,124.0,67.0,124.0,0.18431372940540303,0.18431372940540303,0.042,0.0077411766350269275,43.48850422812907,98.0,73.0,98.0,73.0,0.18431372940540303,0.18431372940540303,0.033,0.0060823530703783,45.01388674620311,76.0,85.0,78.8750762939453,83.083251953125,0.18431372940540303,0.133333340287209,0.05,0.009215686470270152,24.88191317946479,54.0,118.0,54.0,118.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,35.5,40.0,97.0,40.0,97.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,20.155644370746373,66.0,106.0,66.0,106.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,26.386549603917523,0.326,0.284,0.225,0.167,0.142,0.1,0.15,0.117,0.293,0.243,0.701,0.652,0.242,0.193
51.0,70.0,51.0,70.0,0.176470592617989,0.176470592617989,0.042,0.0074117648899555385,12.854960132182441,36.0,87.0,36.0,87.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,18.553975315279473,58.0,119.0,60.0,118.0,0.18431372940540303,0.12941177189350098,0.049,0.009031372740864749,36.003472054789384,82.0,81.0,82.0,81.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,28.040149785619906,76.0,89.0,78.0,80.0,0.168627455830574,0.176470592617989,0.058,0.009780392438173293,24.12985702402731,36.0,111.0,36.0,111.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,33.70830758136635,39.0,99.0,39.0,99.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,22.299103120977758,45.0,97.0,45.0,97.0,0.180392161011696,0.180392161011696,0.042,0.0075764707624912326,17.066048165876012,0.359,0.317,0.176,0.135,0.133,0.084,0.142,0.101,0.359,0.301,0.375,0.326,0.167,0.117
57.0,103.0,57.0,103.0,0.172549024224281,0.172549024224281,0.041,0.007074509993195521,20.71834935510066,20.0,81.0,20.0,81.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,34.03307215048327,81.0,118.0,81.0,118.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,44.60100895719737,100.0,90.0,100.0,90.0,0.18431372940540303,0.18431372940540303,0.041,0.007556862905621524,46.6074028454708,72.0,104.0,67.0,97.0,0.180392161011696,0.18431372940540303,0.049,0.008839215889573104,19.474342094150447,49.0,85.0,49.0,85.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,5.5901699437494745,63.0,92.0,63.0,92.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,13.0862523283024,77.0,131.0,77.0,131.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,53.67727638395972,0.309,0.268,0.167,0.134,0.142,0.101,0.15,0.109,0.417,0.368,0.417,0.376,0.209,0.176
35.0,91.0,35.0,91.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,20.81465829649865,38.0,71.0,38.0,71.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,19.704060495238032,102.0,110.0,102.0,110.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,55.319526389874305,89.0,112.0,89.0,112.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,45.77390086064329,74.0,69.0,75.92747497558591,69.0,0.18431372940540303,0.176470592617989,0.05,0.009215686470270152,25.750032209784635,33.0,95.0,33.0,95.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,24.438698819699873,82.0,112.0,82.0,112.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,40.67247226319049,96.0,105.0,96.0,105.0,0.172549024224281,0.172549024224281,0.024,0.004141176581382744,47.64714052280577,0.334,0.301,0.175,0.134,0.15,0.109,0.15,0.117,0.334,0.284,0.342,0.301,0.251,0.218
53.0,83.0,53.0,83.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,1.118033988749895,48.0,61.0,48.0,61.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,22.321514285549714,79.0,114.0,79.0,114.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,40.21504693519579,81.0,93.0,81.0,93.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,28.96981187374195,101.0,58.0,106.832229614258,58.0,0.18431372940540303,0.176470592617989,0.058,0.010690196305513376,58.236539097148274,15.0,115.0,11.1142578125,115.971435546875,0.18431372940540303,0.172549024224281,0.058,0.010690196305513376,54.40150623412301,60.0,89.0,60.0,89.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,8.845903006477066,86.0,129.0,86.0,129.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,56.44687768158661,0.317,0.275,0.192,0.134,0.142,0.101,0.15,0.109,0.317,0.259,0.309,0.251,0.217,0.167
32.0,107.0,26.176452636718697,107.0,0.180392161011696,0.14117647707462302,0.059,0.010643137499690064,37.07289829345364,41.0,99.0,48.9078369140625,99.8179931640625,0.180392161011696,0.14509804546833,0.049,0.008839215889573104,18.051122184626085,70.0,107.0,70.0,107.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,29.261749776799064,60.0,91.0,60.0,91.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,10.404326023342406,47.0,69.0,53.0,70.0,0.18431372940540303,0.172549024224281,0.042,0.0077411766350269275,12.539936203984453,16.0,123.0,16.0,123.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,55.536024344563955,48.0,93.0,47.0,99.0,0.18431372940540303,0.10196079313755,0.05,0.009215686470270152,17.92344832893492,64.0,161.0,68.0,162.0,0.18431372940540303,0.10196079313755,0.05,0.009215686470270152,80.72329279706075,0.276,0.217,0.183,0.134,0.142,0.092,0.175,0.125,0.317,0.275,0.342,0.292,0.167,0.117
43.0,77.0,43.0,77.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,12.298373876248844,21.0,79.0,21.0,79.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,33.185087012090236,40.0,86.0,45.91950988769529,86.0,0.18431372940540303,0.12941177189350098,0.049,0.009031372740864749,8.805925303740327,98.0,80.0,98.0,80.0,0.180392161011696,0.180392161011696,0.033,0.005952941313385968,44.070965498840614,88.0,79.0,88.0,79.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,34.1796723214252,35.0,109.0,35.0,109.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,32.60751447136074,27.0,100.0,30.8456115722656,101.9228515625,0.18431372940540303,0.168627455830574,0.049,0.009031372740864749,30.222059266061095,57.0,105.0,59.0,107.0,0.180392161011696,0.172549024224281,0.041,0.007396078601479537,25.004999500099974,0.367,0.301,0.167,0.109,0.125,0.076,0.167,0.134,0.717,0.676,0.326,0.276,0.167,0.118
