xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5
34.0,160.0,34.0,160.0,0.168627455830574,0.168627455830574,0.092,0.01551372593641281,80.0390529679106,59.0,120.0,59.0,120.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,37.83186487605389,46.0,123.0,46.0,123.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,41.28256290493603,82.0,85.0,82.0,85.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,28.111385593741193,67.0,104.0,67.0,104.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,25.124689052802225,54.0,145.0,54.0,145.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,62.5,82.0,128.0,82.0,128.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,53.42518132865812,0.692,0.6,0.2,0.142,0.351,0.284,0.45,0.367,0.209,0.142,0.208,0.15
49.0,112.0,49.0,112.0,0.164705887436867,0.164705887436867,0.058,0.009552941471338287,29.920728600754362,67.0,118.0,67.0,118.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,37.80542289143186,41.0,144.0,41.0,144.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,62.8589691293136,72.0,55.0,72.0,55.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,32.86715685908959,52.0,125.0,52.0,125.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,42.547032799009614,62.0,157.0,59.0547485351562,161.90869140625,0.176470592617989,0.109803929924965,0.083,0.014647059187293088,79.56940840302073,85.0,119.0,85.0,119.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,47.88788990966297,0.208,0.15,0.201,0.134,0.192,0.118,0.776,0.71,0.234,0.143,0.2,0.117
37.0,144.0,37.0,144.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,63.80634764660958,77.0,120.0,77.0,120.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,43.99147644714826,50.0,140.0,50.0,140.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,57.638962516686576,64.0,64.0,64.0,64.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,21.02974084481309,72.0,109.0,72.0,109.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,32.035136959282696,69.0,153.0,69.0,153.0,0.176470592617989,0.176470592617989,0.065,0.011470588520169286,72.07808266040378,90.0,105.0,90.0,105.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,42.45291509425472,0.201,0.134,0.2,0.134,0.601,0.543,0.125,0.05,0.218,0.135,0.199,0.134
40.0,102.0,40.0,102.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,24.005207768315607,63.0,137.0,63.0,137.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,55.23812089490373,57.0,144.0,57.0,144.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,61.573127255321374,81.0,76.0,81.0,76.0,0.176470592617989,0.176470592617989,0.033,0.005823529556393638,27.77138815399763,64.0,120.0,64.0,120.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,38.81043674065006,59.0,156.0,59.0,156.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,73.66987172514962,73.0,130.0,73.0,130.0,0.168627455830574,0.168627455830574,0.034,0.005733333498239517,51.15906566777779,0.217,0.134,0.2,0.142,0.334,0.268,0.175,0.142,0.442,0.359,0.242,0.159
54.0,139.0,54.0,139.0,0.164705887436867,0.164705887436867,0.091,0.014988235756754897,56.5,63.0,109.0,63.0,109.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,27.98660393831306,81.0,124.0,81.0,124.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,49.51009997970111,86.0,67.0,86.0,67.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,35.556293395122054,75.0,108.0,75.0,108.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,33.03407331831786,41.0,156.0,41.0,156.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,74.64080653369174,86.0,139.0,86.0,139.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,64.93265742290238,0.216,0.125,0.209,0.142,0.234,0.159,0.175,0.126,0.217,0.134,0.208,0.15
52.0,127.0,52.0,127.0,0.15686275064945202,0.15686275064945202,0.084,0.01317647105455397,44.54492114708477,64.0,115.0,64.0,115.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,34.00367627183861,76.0,140.0,76.0,140.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,61.56500629416032,95.0,70.0,95.0,70.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,42.86315434029558,78.0,137.0,78.0,137.0,0.172549024224281,0.172549024224281,0.099,0.01708235339820382,59.550398823181695,60.0,142.0,60.0,142.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,59.80175582706581,87.0,92.0,88.0,95.0,0.176470592617989,0.0980392247438431,0.049,0.008647059038281462,36.22499137335991,0.218,0.134,0.2,0.126,0.208,0.125,0.418,0.343,0.225,0.126,0.192,0.134
48.0,104.0,48.0,104.0,0.168627455830574,0.168627455830574,0.083,0.013996078833937643,22.321514285549714,61.0,107.0,61.0,107.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,25.480384612481814,60.0,136.0,60.0,136.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,53.83539727725616,97.0,60.0,97.0,60.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,48.53091798019073,62.0,135.0,62.0,135.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,53.10602602341847,50.0,134.0,50.0,134.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,51.655106233556424,83.0,85.0,83.0,85.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,29.107559155655768,0.217,0.134,0.183,0.117,0.159,0.093,0.116,0.05,0.226,0.126,0.201,0.135
40.0,144.0,40.0,144.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,63.07336997497438,58.0,107.0,58.0,107.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,24.82438317461282,46.0,142.0,46.0,142.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,60.035406219996545,75.0,82.0,75.0,82.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,21.005951537600005,55.0,140.0,55.0,140.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,57.5086949947571,37.0,136.0,37.0,136.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,56.13599558215744,65.0,99.0,65.0,99.0,0.172549024224281,0.172549024224281,0.049,0.00845490218698977,19.83053201505194,0.2,0.133,0.201,0.134,0.208,0.134,0.126,0.059,0.3,0.209,0.209,0.151
31.0,156.0,31.0,156.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,77.01460900374681,53.0,118.0,53.0,118.0,0.176470592617989,0.176470592617989,0.059,0.01041176496446135,35.51408171415952,59.0,111.0,59.0,111.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,28.935272592460574,88.0,85.0,88.0,85.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,34.09178786746157,65.0,121.0,65.0,121.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,40.04060439104285,72.0,108.0,72.0,108.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,31.212978070027216,68.0,124.0,68.0,124.0,0.172549024224281,0.172549024224281,0.041,0.007074509993195521,43.7978309965231,0.191,0.133,0.176,0.117,0.092,0.034,0.15,0.076,0.442,0.359,0.234,0.159
34.0,151.0,34.0,151.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,71.36000280269053,59.0,139.0,59.0,139.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,56.720807469569756,54.0,150.0,54.0,150.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,67.5,97.0,94.0,97.0,94.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,44.51123453691214,51.0,129.0,51.0,129.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,46.5966737010272,90.0,136.0,90.0,136.0,0.176470592617989,0.176470592617989,0.099,0.01747058866918091,64.48449426024833,82.0,161.0,82.0,161.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,83.34416596259153,0.201,0.118,0.183,0.125,0.15,0.075,0.134,0.067,0.309,0.234,0.3,0.201
