xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,state
61.0,104.0,61.0,104.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,22.610838109190027,40.0,113.0,40.0,113.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,33.55964838909967,23.0,126.0,23.0,126.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,53.415821626181135,46.0,120.0,46.0,120.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,38.34383914007569,61.0,91.0,61.0,91.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,11.01135777277262,32.0,124.0,32.0,124.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,46.97073557013984,0.317,0.2,0.559,0.451,0.384,0.301,0.292,0.193,0.675,0.584,1
48.0,125.0,48.0,125.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,42.921439864012015,44.0,59.0,44.0,59.0,0.180392161011696,0.180392161011696,0.124,0.022368627965450305,25.53918557824427,26.0,113.0,26.0,113.0,0.18823531270027202,0.18823531270027202,0.117,0.022023531585931826,41.403502267320334,65.0,111.0,65.0,111.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,30.549140740780256,54.0,111.0,54.0,111.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,28.5,85.0,110.0,85.0,110.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,41.43971524998694,0.342,0.242,0.892,0.768,0.426,0.309,0.284,0.184,1.252,1.161,1
52.0,146.0,52.0,146.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,63.53148825582476,50.0,128.0,50.0,128.0,0.176470592617989,0.176470592617989,0.133,0.02347058881819254,45.67548576643712,33.0,124.0,33.0,124.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,46.51075144523038,76.0,115.0,76.0,115.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,39.24601890638081,62.0,81.0,62.0,81.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,8.139410298049853,40.0,75.0,40.0,75.0,0.14117647707462302,0.14117647707462302,0.05,0.007058823853731151,15.88238017426859,0.342,0.242,0.534,0.401,0.359,0.268,0.325,0.225,0.776,0.668,1
65.0,98.0,65.0,98.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,19.00657780874821,77.0,161.0,77.0,161.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,81.80006112467154,13.0,152.0,13.0,152.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,80.69231685854608,53.0,120.0,56.0,119.0,0.18823531270027202,0.133333340287209,0.1,0.018823531270027203,36.55475345286848,69.0,119.0,69.0,119.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,39.46200704475128,68.0,100.0,68.0,100.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,22.41093483101497,0.249,0.141,0.793,0.685,0.442,0.334,0.259,0.159,0.734,0.643,1
67.0,135.0,67.0,135.0,0.176470592617989,0.176470592617989,0.099,0.01747058866918091,54.08558033339386,59.0,124.0,59.0,124.0,0.180392161011696,0.180392161011696,0.125,0.022549020126462,41.80011961705373,51.0,99.0,51.0,99.0,0.172549024224281,0.172549024224281,0.133,0.022949020221829375,16.77050983124842,68.0,112.0,68.0,112.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,32.65348373451139,91.0,110.0,91.0,110.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,46.10043383743802,29.0,101.0,29.0,101.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,31.100643080167973,0.307,0.208,0.676,0.551,0.467,0.334,0.342,0.217,1.077,0.977,1
59.0,114.0,59.0,114.0,0.172549024224281,0.172549024224281,0.116,0.020015686810016597,31.894356867634123,42.0,108.0,42.0,108.0,0.176470592617989,0.176470592617989,0.116,0.020470588743686725,28.182441342083905,26.0,89.0,26.0,89.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,28.74456470360962,73.0,100.0,73.0,100.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,25.83118270617898,66.0,115.0,66.0,115.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,34.64462440264001,71.0,102.0,71.0,102.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,25.86986664055306,0.358,0.242,0.45,0.334,0.359,0.268,0.266,0.183,1.068,0.968,1
76.0,106.0,76.0,106.0,0.176470592617989,0.176470592617989,0.099,0.01747058866918091,32.190837205639745,84.0,104.0,84.0,104.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,36.908671067921155,22.0,105.0,22.0,105.0,0.168627455830574,0.168627455830574,0.125,0.02107843197882175,39.1184099881373,58.0,113.0,58.0,113.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,30.76117683054405,45.0,106.0,45.0,106.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,25.16445906432324,55.0,127.0,55.0,127.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,44.51123453691214,0.291,0.192,0.742,0.65,0.4,0.275,0.317,0.209,0.809,0.701,1
44.0,98.0,44.0,98.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,18.445866745696716,85.0,101.0,85.0,101.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,36.10055401236939,36.0,109.0,36.0,109.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,32.035136959282696,73.0,118.0,73.0,118.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,40.26474885057648,65.0,98.0,65.0,98.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,19.00657780874821,65.0,106.0,65.0,106.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,25.947061490658243,0.316,0.224,0.717,0.625,0.367,0.292,0.317,0.2,0.609,0.509,1
47.0,105.0,47.0,105.0,0.176470592617989,0.176470592617989,0.109,0.019235294595360802,23.56374333589636,65.0,133.0,65.0,133.0,0.176470592617989,0.176470592617989,0.124,0.021882353484630634,51.68413683133346,36.0,120.0,36.0,120.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,41.59627387158614,58.0,139.0,58.0,139.0,0.180392161011696,0.180392161011696,0.125,0.022549020126462,56.64141594275341,72.0,128.0,72.0,128.0,0.176470592617989,0.176470592617989,0.116,0.020470588743686725,48.93107397145499,92.0,90.0,92.0,90.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,38.73306081372863,0.301,0.192,0.758,0.634,0.417,0.325,0.292,0.167,0.7,0.584,1
65.0,103.0,65.0,103.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,23.264780248263683,68.0,117.0,68.0,117.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,37.23237838226293,29.0,111.0,29.0,111.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,37.911080174534725,66.0,86.0,66.0,86.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,12.5,74.0,92.0,74.0,92.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,22.14158982548453,51.0,73.0,51.0,73.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,9.962429422585638,0.275,0.15,0.458,0.35,0.317,0.267,0.267,0.184,0.525,0.425,1
