xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8,state
78.0,86.0,78.0,86.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,24.253865671269807,46.0,101.0,46.0,101.0,0.18823531270027202,0.18823531270027202,0.067,0.012611765950918227,20.155644370746373,60.0,69.0,60.0,69.0,0.19215688109397897,0.19215688109397897,0.066,0.012682354152202611,14.773286702694158,50.0,68.0,50.0,68.0,0.164705887436867,0.164705887436867,0.066,0.010870588570833223,15.041608956491324,52.0,93.0,52.0,93.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,10.688779163215974,73.0,93.0,73.0,93.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,21.70829334609241,53.0,87.0,48.0,86.0,0.172549024224281,0.109803929924965,0.1,0.017254902422428102,6.946221994724902,62.0,60.0,62.0,60.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,23.879907872519105,73.0,85.0,73.0,85.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,19.1637678967368,75.0,100.0,75.0,100.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,27.33587386567329,0.225,0.158,0.267,0.2,0.492,0.426,0.409,0.343,0.35,0.292,0.575,0.509,0.375,0.275,0.409,0.317,0.367,0.292,1
71.0,85.0,71.0,85.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,17.18284027743958,57.0,92.0,57.0,92.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,9.962429422585638,35.0,69.0,35.0,69.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,23.30772404161333,60.0,90.0,60.0,90.0,0.172549024224281,0.172549024224281,0.057,0.009835294380784019,9.604686356149273,65.0,69.0,65.0,69.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,17.414074767267998,65.0,71.0,65.0,71.0,0.18823531270027202,0.18823531270027202,0.074,0.01392941313982013,15.913830462839549,65.0,78.0,65.0,78.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,11.884864324004713,49.0,66.0,49.0,66.0,0.18823531270027202,0.18823531270027202,0.057,0.010729412823915506,17.240939649566666,56.0,91.0,56.0,91.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,8.73212459828649,72.0,103.0,72.0,103.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,27.28094573140748,0.267,0.168,0.242,0.184,0.367,0.301,0.242,0.185,0.308,0.242,0.317,0.243,0.334,0.276,0.342,0.285,0.316,0.267,1
55.0,67.0,55.0,67.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,15.532224567009067,42.0,91.0,42.0,91.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,14.705441169852742,67.0,66.0,67.0,66.0,0.19215688109397897,0.19215688109397897,0.066,0.012682354152202611,21.005951537600005,44.0,77.0,44.0,77.0,0.15686275064945202,0.15686275064945202,0.05,0.0078431375324726,11.412712210513327,49.0,78.0,49.0,78.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,6.726812023536855,51.0,61.0,51.0,61.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,21.70829334609241,35.0,73.0,35.0,73.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,21.242645786248,56.0,58.0,56.0,58.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,24.58149710656371,74.0,73.0,74.0,73.0,0.164705887436867,0.164705887436867,0.049,0.008070588484406484,22.14158982548453,73.0,83.0,73.0,83.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,19.00657780874821,0.208,0.15,0.234,0.159,0.417,0.351,0.234,0.184,0.35,0.284,0.275,0.209,0.376,0.293,0.434,0.368,0.308,0.259,1
61.0,48.0,61.0,48.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,35.20298282816387,21.0,76.0,21.0,76.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,33.63406011768428,82.0,46.0,82.0,46.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,46.00271731104588,54.0,79.0,52.0,75.0,0.14117647707462302,0.172549024224281,0.083,0.011717647597193712,7.762087348130012,42.0,63.0,42.0,63.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,22.89650628371062,46.0,84.0,46.0,84.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,8.139410298049853,73.0,78.0,73.0,78.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,19.525624189766635,53.0,75.0,53.0,75.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,7.566372975210778,79.0,84.0,79.0,84.0,0.160784319043159,0.160784319043159,0.041,0.00659215708076952,25.04495957273639,60.0,104.0,60.0,104.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,22.321514285549714,0.226,0.151,0.217,0.151,0.408,0.334,0.25,0.167,0.334,0.259,0.292,0.234,0.359,0.284,0.425,0.367,0.325,0.284,1
56.0,63.0,56.0,63.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,19.60229578391266,48.0,66.0,48.0,66.0,0.18823531270027202,0.18823531270027202,0.067,0.012611765950918227,17.55704986607944,45.0,71.0,45.0,71.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,14.603081866510234,51.0,106.0,51.0,106.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,23.69071548096427,32.0,96.0,32.0,96.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,25.811818998280614,69.0,90.0,69.0,90.0,0.18431372940540303,0.18431372940540303,0.041,0.007556862905621524,16.77050983124842,56.0,53.0,56.0,53.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,29.567718883945037,60.0,61.0,60.0,61.0,0.18431372940540303,0.18431372940540303,0.042,0.0077411766350269275,22.321514285549714,57.0,95.0,57.0,95.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,12.854960132182441,57.0,117.0,57.0,117.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,34.630189141845584,0.233,0.167,0.25,0.183,0.418,0.36,0.225,0.159,0.35,0.259,0.25,0.209,0.367,0.317,0.342,0.3,0.385,0.327,1
56.0,54.0,56.0,54.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,28.570089254323307,61.0,53.0,61.0,53.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,30.319135871591065,71.0,57.0,71.0,57.0,0.18823531270027202,0.18823531270027202,0.049,0.00922353032231333,30.64718584144391,33.0,61.0,33.0,61.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,30.054117854297438,42.0,93.0,42.0,93.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,15.945218719101975,86.0,87.0,86.0,87.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,32.31485726411305,27.0,85.0,27.0,85.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,27.115493725912497,86.0,78.0,86.0,78.0,0.19215688109397897,0.19215688109397897,0.05,0.00960784405469895,32.31485726411305,46.0,110.0,46.0,110.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,28.64000698323937,44.0,103.0,44.0,103.0,0.18431372940540303,0.18431372940540303,0.041,0.007556862905621524,22.808989455914087,0.225,0.159,0.242,0.176,0.467,0.418,0.209,0.143,0.367,0.276,0.292,0.201,0.367,0.309,0.334,0.284,0.375,0.317,1
49.0,49.0,49.0,49.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,33.8710791088799,76.0,72.0,76.0,72.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,24.37724348649781,35.0,60.0,35.0,60.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,29.449108645254444,65.0,86.0,65.0,86.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,11.543396380615196,44.0,70.0,44.0,70.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,16.00781059358212,76.0,89.0,76.0,89.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,22.940139493908923,40.0,91.0,40.0,91.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,16.3783393541592,70.0,94.0,70.0,94.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,19.704060495238032,77.0,104.0,77.0,104.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,31.48412298286233,50.0,104.0,50.0,104.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,21.86892772862904,0.216,0.15,0.284,0.201,0.417,0.376,0.267,0.192,0.376,0.301,0.291,0.225,0.409,0.342,0.375,0.325,0.351,0.293,1
45.0,60.0,45.0,60.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,24.23324163210527,63.0,61.0,63.0,61.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,23.30772404161333,63.0,53.0,63.0,53.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,30.84234102658227,47.0,104.0,47.0,104.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,22.610838109190027,60.0,30.0,60.0,30.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,52.84174486142561,53.0,79.0,53.0,79.0,0.18431372940540303,0.18431372940540303,0.049,0.009031372740864749,3.640054944640259,30.0,60.0,30.0,60.0,0.172549024224281,0.172549024224281,0.033,0.005694117799401274,32.89756829919196,64.0,70.0,64.0,70.0,0.18431372940540303,0.18431372940540303,0.041,0.007556862905621524,16.00781059358212,54.0,70.0,54.0,70.0,0.164705887436867,0.164705887436867,0.05,0.00823529437184335,12.5,47.0,102.0,47.0,102.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,20.71834935510066,0.258,0.167,0.242,0.167,0.451,0.376,0.275,0.209,0.359,0.301,0.283,0.234,0.351,0.318,0.342,0.301,0.392,0.342,1
61.0,80.0,61.0,80.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,7.433034373659253,48.0,74.0,48.0,74.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,10.404326023342406,50.0,86.0,50.0,86.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,5.315072906367325,37.0,74.0,35.0,71.0,0.172549024224281,0.0980392247438431,0.083,0.014321569010615324,22.20923231451281,24.0,87.0,24.0,87.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,30.335622624235025,84.0,96.0,84.0,96.0,0.18431372940540303,0.18431372940540303,0.049,0.009031372740864749,32.89756829919196,22.0,86.0,22.0,86.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,32.190837205639745,66.0,75.0,66.0,75.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,14.150971698084906,62.0,87.0,62.0,87.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,9.17877987534291,82.0,76.0,82.0,76.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,28.74456470360962,0.251,0.193,0.283,0.2,0.442,0.384,0.234,0.151,0.367,0.293,0.3,0.251,0.367,0.301,0.325,0.259,0.334,0.267,1
86.0,46.0,86.0,46.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,48.541219597369,48.0,91.0,48.0,91.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,10.404326023342406,97.0,62.0,97.0,62.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,47.6366455578056,31.0,109.0,30.023742675781197,103.142456054687,0.172549024224281,0.0823529437184334,0.066,0.011388235598802548,31.63814007249541,52.0,56.0,52.0,56.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,26.575364531836623,60.0,96.0,60.0,96.0,0.176470592617989,0.176470592617989,0.024,0.004235294222831736,14.773286702694158,30.0,73.0,30.0,73.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,25.811818998280614,46.0,74.0,46.0,74.0,0.18431372940540303,0.18431372940540303,0.057,0.010505882576107973,11.672617529928752,76.0,86.0,76.0,86.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,22.276669409945463,76.0,136.0,76.0,136.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,57.846780377130756,0.233,0.15,0.209,0.151,0.392,0.317,0.25,0.184,0.351,0.301,0.291,0.267,0.418,0.343,0.375,0.318,0.375,0.301,1
