xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8
52.0,85.0,52.0,85.0,0.164705887436867,0.164705887436867,0.066,0.010870588570833223,3.2015621187164243,11.0,109.0,11.0,109.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,50.50990001969911,43.0,84.0,43.0,84.0,0.164705887436867,0.164705887436867,0.117,0.01927058883011344,11.10180165558726,32.0,102.0,32.0,102.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,29.3981291921782,43.0,64.0,43.0,64.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,21.523243250030884,73.0,121.0,73.0,121.0,0.18823531270027202,0.18823531270027202,0.1,0.018823531270027203,42.933087473416116,42.0,67.0,42.0,67.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,19.60229578391266,48.0,79.0,48.0,79.0,0.12941177189350098,0.12941177189350098,0.075,0.009705882892012572,6.946221994724902,39.0,55.0,39.0,55.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,31.32491021535417,46.0,100.0,46.0,100.0,0.137254908680916,0.137254908680916,0.1,0.0137254908680916,19.241881404893856,0.666,0.6,1.429,1.337,1.235,1.118,0.575,0.483,0.501,0.409,0.526,0.426,0.634,0.543,1.987,1.912,1.51,1.452
55.0,93.0,55.0,93.0,0.176470592617989,0.176470592617989,0.082,0.014470588594675099,10.547511554864494,63.0,71.0,63.0,71.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,14.603081866510234,57.0,95.0,57.0,95.0,0.168627455830574,0.168627455830574,0.108,0.01821176522970199,12.854960132182441,52.0,83.0,52.0,83.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,2.0615528128088303,75.0,76.0,75.0,76.0,0.168627455830574,0.168627455830574,0.058,0.009780392438173293,21.982947936980608,63.0,89.0,63.0,89.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,11.10180165558726,75.0,74.0,75.0,74.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,22.655021518418383,51.0,89.0,51.0,89.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,7.158910531638177,70.0,41.0,70.0,41.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,44.477522413012174,50.0,80.0,50.0,80.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,4.716990566028302,0.483,0.401,2.088,2.005,0.725,0.617,0.534,0.409,0.518,0.46,0.484,0.384,0.551,0.476,1.769,1.669,0.993,0.918
38.0,77.0,38.0,77.0,0.168627455830574,0.168627455830574,0.058,0.009780392438173293,16.91892431568863,45.0,73.0,45.0,73.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,13.0862523283024,75.0,81.0,75.0,81.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,21.0535032714273,55.0,84.0,52.0,88.0,0.180392161011696,0.164705887436867,0.116,0.020925490677356738,5.852349955359813,45.0,108.0,45.0,108.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,27.04163456597992,71.0,89.0,71.0,89.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,18.200274723201296,26.0,123.0,26.0,123.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,49.23667332385485,50.0,16.0,50.0,16.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,66.62019213421709,61.0,70.0,61.0,70.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,14.326548781894402,45.0,86.0,45.0,86.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,9.656603957913983,0.508,0.45,1.228,1.153,0.817,0.709,0.526,0.41,0.542,0.459,0.467,0.359,0.743,0.676,1.127,1.035,1.31,1.202
45.0,79.0,45.0,79.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,9.656603957913983,33.0,87.0,46.0,89.0,0.19215688109397897,0.14509804546833,0.116,0.022290198206901563,10.307764064044152,52.0,54.0,52.0,54.0,0.172549024224281,0.172549024224281,0.084,0.014494118034839605,28.570089254323307,39.0,88.0,39.0,88.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,15.976545308670458,56.0,67.0,56.0,67.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,15.628499608087784,61.0,95.0,61.0,95.0,0.180392161011696,0.180392161011696,0.125,0.022549020126462,14.326548781894402,20.0,73.0,20.0,73.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,35.302266216207705,39.0,62.0,39.0,62.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,25.401771591761076,62.0,34.0,62.0,34.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,49.1553659329274,41.0,90.0,41.0,90.0,0.168627455830574,0.168627455830574,0.083,0.013996078833937643,15.008331019803634,0.45,0.376,1.06,0.944,0.809,0.725,1.662,1.57,0.742,0.642,0.551,0.426,1.06,1.002,1.244,1.144,1.277,1.203
37.0,64.0,37.0,64.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,25.124689052802225,33.0,57.0,33.0,57.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,33.03407331831786,25.0,89.0,25.0,89.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,29.71952220342716,52.0,81.0,52.0,81.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,2.5,46.0,40.0,46.0,40.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,43.246387132337425,60.0,108.0,60.0,108.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,26.196373794859472,56.0,56.0,56.0,56.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,26.575364531836623,74.0,93.0,74.0,93.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,22.588713996153036,69.0,70.0,69.0,70.0,0.172549024224281,0.172549024224281,0.033,0.005694117799401274,19.525624189766635,62.0,63.0,62.0,63.0,0.160784319043159,0.160784319043159,0.108,0.017364706456661175,21.07723890835799,0.542,0.475,0.751,0.685,0.734,0.651,0.476,0.384,0.493,0.41,0.484,0.385,0.609,0.526,1.394,1.294,1.185,1.152
75.0,75.0,75.0,75.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,22.299103120977758,38.0,37.0,38.0,37.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,48.23121395942673,88.0,47.0,88.0,47.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,49.1553659329274,51.0,86.0,51.0,86.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,4.6097722286464435,37.0,77.0,37.0,77.0,0.160784319043159,0.160784319043159,0.05,0.00803921595215795,17.867568385205637,62.0,81.0,62.0,81.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,8.139410298049853,44.0,93.0,44.0,93.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,14.5,59.0,96.0,59.0,96.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,14.396180048887969,59.0,97.0,59.0,97.0,0.176470592617989,0.176470592617989,0.082,0.014470588594675099,15.337861650177967,50.0,69.0,50.0,69.0,0.164705887436867,0.164705887436867,0.116,0.019105882942676573,14.080127840328723,0.751,0.677,0.776,0.676,0.935,0.885,0.551,0.451,0.534,0.484,0.517,0.434,0.71,0.635,1.177,1.094,1.687,1.605
54.0,73.0,54.0,73.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,9.5,32.0,61.0,36.0,76.0,0.180392161011696,0.15686275064945202,0.092,0.01659607881307603,19.13765920900464,47.0,77.0,47.0,77.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,8.902246907382429,71.0,87.0,71.0,87.0,0.176470592617989,0.176470592617989,0.109,0.019235294595360802,17.585505395068974,65.0,67.0,65.0,67.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,19.00657780874821,75.0,114.0,75.0,114.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,37.85828839237189,70.0,83.0,70.0,83.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,16.00781059358212,53.0,76.0,53.0,76.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,6.576473218982953,42.0,92.0,42.0,92.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,15.305227865013967,43.0,69.0,43.0,69.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,17.414074767267998,0.541,0.45,1.671,1.579,1.269,1.169,0.609,0.5,0.784,0.718,0.459,0.359,0.484,0.401,1.127,1.036,1.226,1.177
64.0,111.0,64.0,111.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,30.20347662107791,49.0,74.0,49.0,74.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,9.86154146165801,47.0,105.0,47.0,105.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,23.56374333589636,51.0,95.0,51.0,95.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,12.854960132182441,45.0,95.0,45.0,95.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,15.402921800749363,62.0,102.0,62.0,102.0,0.18431372940540303,0.18431372940540303,0.117,0.021564706340432154,21.07723890835799,48.0,69.0,48.0,69.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,14.773286702694158,51.0,58.0,51.0,58.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,24.682990094394967,67.0,83.0,67.0,83.0,0.172549024224281,0.172549024224281,0.057,0.009835294380784019,13.009611831257688,42.0,73.0,42.0,73.0,0.168627455830574,0.168627455830574,0.075,0.01264705918729305,15.305227865013967,0.558,0.492,1.044,0.977,0.5,0.4,0.459,0.367,0.617,0.526,0.476,0.359,0.551,0.459,1.327,1.253,1.209,1.152
47.0,93.0,47.0,93.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,12.619429464123963,48.0,76.0,48.0,76.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,8.845903006477066,64.0,90.0,64.0,90.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,12.5,46.0,72.0,46.0,72.0,0.18823531270027202,0.18823531270027202,0.1,0.018823531270027203,13.200378782444085,44.0,70.0,44.0,70.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,16.00781059358212,67.0,120.0,67.0,120.0,0.18431372940540303,0.18431372940540303,0.117,0.021564706340432154,39.68941924493227,66.0,74.0,66.0,74.0,0.180392161011696,0.180392161011696,0.109,0.019662745550274863,14.705441169852742,74.0,115.0,74.0,115.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,38.16084380618437,69.0,59.0,69.0,59.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,27.879203718901298,34.0,67.0,34.0,67.0,0.172549024224281,0.172549024224281,0.084,0.014494118034839605,25.30316185775999,0.6,0.534,0.684,0.634,0.784,0.693,0.509,0.409,0.384,0.292,0.434,0.317,0.451,0.342,2.178,2.103,0.976,0.909
40.0,83.0,40.0,83.0,0.160784319043159,0.160784319043159,0.033,0.0053058825284242475,14.0089257261219,64.0,45.0,64.0,45.0,0.19215688109397897,0.19215688109397897,0.091,0.017486276179552087,38.81043674065006,30.0,112.0,30.0,112.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,38.029593739612835,64.0,59.0,64.0,59.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,25.53918557824427,52.0,65.0,52.0,65.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,17.613914953808536,70.0,67.0,70.0,67.0,0.180392161011696,0.180392161011696,0.159,0.028682353600859665,22.276669409945463,55.0,80.0,55.0,80.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,2.692582403567252,51.0,42.0,51.0,42.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,40.61095911204265,57.0,77.0,57.0,77.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,6.264982043070834,46.0,76.0,46.0,76.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,10.307764064044152,0.985,0.952,0.784,0.693,0.484,0.393,0.826,0.735,0.35,0.242,0.418,0.259,0.734,0.66,1.277,1.177,1.235,1.152
