xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,Tri0,Tri1,Tri2,Tri3
152.0,131.0,152.0,131.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,24.748737341529164,148.0,127.0,148.0,127.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,20.506096654409877,110.0,111.0,110.0,111.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,24.052026941611388,142.0,153.0,142.0,153.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,29.33428028774526,118.0,149.0,118.0,149.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,23.50531854708632,115.0,176.0,115.0,176.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,50.08492787256461,0.5,0.417,0.393,0.285,0.433,0.367,0.401,0.309,0.301,0.243,0.959,0.918,0.892,0.776
135.0,117.0,135.0,117.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,12.90348790056394,153.0,161.0,153.0,161.0,0.180392161011696,0.180392161011696,0.084,0.015152941524982465,42.101068870041765,116.0,127.0,116.0,127.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,11.510864433221338,111.0,138.0,111.0,138.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,19.557607215607945,104.0,162.0,104.0,162.0,0.176470592617989,0.176470592617989,0.084,0.014823529779911077,41.743262929483606,113.0,136.0,113.0,136.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,16.80773631397161,0.383,0.3,0.234,0.15,0.342,0.259,0.292,0.209,0.259,0.175,0.7,0.659,0.718,0.626
153.0,122.0,153.0,122.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,26.086394921491163,141.0,181.0,141.0,181.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,55.17698795693727,146.0,121.0,146.0,121.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,19.60867155112758,109.0,201.0,109.0,201.0,0.176470592617989,0.176470592617989,0.082,0.014470588594675099,75.79247983804198,124.0,177.0,124.0,177.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,49.62358310319802,169.0,135.0,169.0,135.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,42.172265767919086,0.434,0.334,0.259,0.167,0.293,0.218,0.283,0.201,0.342,0.242,0.768,0.634,0.676,0.717
156.0,142.0,156.0,142.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,31.976553910638962,137.0,174.0,137.0,174.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,47.460509900337144,156.0,122.0,156.0,122.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,29.025850547399983,100.0,131.0,99.01788330078129,134.92834472656298,0.176470592617989,0.0901960805058479,0.091,0.016058823928236998,29.43486499110484,106.0,127.0,106.0,127.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,21.50581316760657,179.0,98.0,179.0,98.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,59.35065290289568,0.326,0.251,0.217,0.118,0.292,0.201,0.233,0.142,0.209,0.142,0.634,0.6,0.592,0.525
121.0,85.0,121.0,85.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,42.99418565341132,151.0,139.0,152.0,144.0,0.180392161011696,0.11764706671237898,0.099,0.017858823940157906,29.53811097548386,182.0,142.0,182.0,142.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,56.39592183837409,68.0,157.0,68.0,157.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,66.41159537309731,92.0,166.0,92.0,166.0,0.176470592617989,0.176470592617989,0.082,0.014470588594675099,52.36888389110465,181.0,134.0,181.0,134.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,53.89341332667657,0.359,0.276,0.233,0.134,0.301,0.201,0.242,0.167,0.225,0.143,0.692,0.609,0.625,0.55
144.0,127.0,144.0,127.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,16.507574019219177,127.0,190.0,127.0,190.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,62.50199996800102,142.0,134.0,142.0,134.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,15.890248582070704,92.0,122.0,91.0,125.0,0.176470592617989,0.105882361531258,0.091,0.016058823928236998,36.585516259853435,113.0,131.0,113.0,131.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,14.916433890176299,182.0,126.0,182.0,126.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,54.52063829413592,0.326,0.234,0.25,0.159,0.292,0.209,0.242,0.151,0.242,0.167,0.659,0.633,0.609,0.567
155.0,114.0,155.0,114.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,30.63494736408078,156.0,207.0,156.0,207.0,0.18431372940540303,0.18431372940540303,0.049,0.009031372740864749,84.45412956155549,140.0,139.0,140.0,139.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,16.98528775146303,99.0,141.0,99.0,141.0,0.176470592617989,0.176470592617989,0.084,0.014823529779911077,31.535694062442957,105.0,167.0,105.0,167.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,45.458772530722825,130.0,142.0,130.0,142.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,14.713938969562161,0.359,0.293,0.25,0.201,0.383,0.309,0.384,0.3,0.209,0.142,0.683,0.717,0.834,0.668
164.0,133.0,164.0,133.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,36.9120576505835,136.0,204.0,136.0,204.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,76.97077367416804,153.0,113.0,153.0,113.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,29.33428028774526,103.0,123.0,103.0,123.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,24.9098374141623,116.0,120.0,111.160522460937,123.87158203125,0.172549024224281,0.172549024224281,0.049,0.00845490218698977,16.73750110397284,149.0,145.0,149.0,145.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,27.721832551258224,0.4,0.317,0.585,0.485,0.3,0.209,0.234,0.159,0.2,0.151,1.076,0.96,0.583,0.492
184.0,80.0,184.0,80.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,73.81395532011545,143.0,113.0,143.0,113.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,21.224985276791124,122.0,119.0,123.0,115.0,0.18431372940540303,0.172549024224281,0.075,0.013823529705405227,13.285330255586423,100.0,145.0,101.0,148.0,0.176470592617989,0.125490203499794,0.083,0.014647059187293088,33.50373113550191,120.0,124.0,120.0,124.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,8.276472678623424,179.0,153.0,179.0,153.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,57.467382052778426,0.367,0.259,0.342,0.242,0.259,0.184,0.2,0.117,0.209,0.151,0.784,0.684,0.517,0.509
157.0,137.0,157.0,137.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,30.99193443462347,131.0,183.0,131.0,183.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,55.61025085359713,138.0,146.0,138.0,146.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,21.27204738618265,79.0,135.0,79.0,135.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,49.076470940767535,105.0,134.0,105.0,134.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,23.42007685726074,167.0,139.0,167.0,139.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,41.140004861448425,0.342,0.251,0.234,0.151,0.275,0.184,0.226,0.143,0.217,0.159,0.667,0.592,0.559,0.551
