xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7
31.0,117.0,31.0,117.0,0.176470592617989,0.176470592617989,0.107,0.018882353410124824,41.46383966783588,57.0,155.0,57.0,155.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,72.56204241888454,57.0,113.0,57.0,113.0,0.19215688109397897,0.19215688109397897,0.083,0.015949021130800253,30.64718584144391,77.0,95.0,77.0,95.0,0.176470592617989,0.176470592617989,0.109,0.019235294595360802,26.177280225416848,68.0,110.0,68.0,110.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,30.858548248418945,79.0,119.0,79.0,119.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,44.24081825644729,40.0,146.0,40.0,146.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,65.02499519415592,78.0,97.0,78.0,97.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,28.040149785619906,71.0,94.0,71.0,94.0,0.168627455830574,0.168627455830574,0.05,0.008431372791528701,20.524375751773793,0.224,0.117,0.258,0.167,0.167,0.084,0.234,0.125,0.125,0.034,0.159,0.076,0.167,0.092,0.25,0.167
25.0,122.0,25.0,122.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,49.002550954006466,72.0,133.0,72.0,133.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,53.61203223158025,40.0,90.0,40.0,90.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,15.88238017426859,61.0,74.0,61.0,74.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,11.01135777277262,57.0,106.0,57.0,106.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,23.69071548096427,71.0,132.0,71.0,132.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,52.33784481615574,16.0,92.0,16.0,92.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,39.16950344336777,41.0,85.0,41.0,85.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,13.238202294873727,81.0,97.0,81.0,97.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,30.64718584144391,0.325,0.242,0.226,0.143,0.167,0.101,0.25,0.184,0.092,0.009,0.325,0.242,0.209,0.126,0.392,0.326
44.0,140.0,44.0,140.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,58.36308764964376,68.0,139.0,68.0,139.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,58.208676329220886,26.0,116.0,26.0,116.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,43.660622991432454,71.0,105.0,71.0,105.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,28.20017730440715,38.0,93.0,38.0,93.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,19.13765920900464,74.0,126.0,74.0,126.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,47.877447718106275,35.0,119.0,35.0,119.0,0.180392161011696,0.180392161011696,0.084,0.015152941524982465,41.14911906711977,67.0,110.0,67.0,110.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,30.41792234851026,51.0,87.0,51.0,87.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,5.408326913195984,0.242,0.151,0.192,0.109,0.167,0.092,0.142,0.067,0.117,0.034,0.208,0.125,0.159,0.075,0.217,0.134
57.0,110.0,57.0,110.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,27.663152387246107,44.0,123.0,44.0,123.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,41.716303767232304,39.0,103.0,39.0,103.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,25.401771591761076,55.0,78.0,55.0,78.0,0.172549024224281,0.172549024224281,0.034,0.0058666668236255545,4.6097722286464435,46.0,115.0,46.0,115.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,33.47013594235912,69.0,135.0,69.0,135.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,54.60082416960389,39.0,141.0,39.0,141.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,60.39246641759219,70.0,84.0,70.0,84.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,16.070158679988197,65.0,108.0,65.0,108.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,27.77138815399763,0.267,0.175,0.259,0.192,0.158,0.083,0.326,0.292,0.133,0.067,0.159,0.084,0.192,0.117,0.225,0.159
35.0,110.0,35.0,110.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,33.425289826716536,59.0,133.0,59.0,133.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,50.74692108887001,58.0,114.0,58.0,114.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,31.752952618614856,66.0,89.0,66.0,89.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,13.647344063956181,19.0,85.0,19.0,85.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,35.0891721190455,78.0,101.0,78.0,101.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,30.30264014900352,31.0,136.0,31.0,136.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,58.23443998185266,52.0,103.0,52.0,103.0,0.180392161011696,0.180392161011696,0.084,0.015152941524982465,20.59732992404598,51.0,91.0,51.0,91.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,9.013878188659973,0.25,0.167,0.217,0.134,0.125,0.05,0.192,0.1,0.109,0.017,0.275,0.175,0.142,0.067,0.217,0.133
28.0,138.0,28.0,138.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,61.28825336065631,60.0,132.0,60.0,132.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,49.86231041578399,62.0,113.0,62.0,113.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,31.531730050855124,77.0,127.0,77.0,127.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,50.092414595425524,55.0,106.0,55.0,106.0,0.180392161011696,0.180392161011696,0.082,0.014792157202959073,23.521266972678152,73.0,116.0,73.0,116.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,38.51298482330343,42.0,152.0,42.0,152.0,0.18431372940540303,0.18431372940540303,0.084,0.015482353270053855,70.52836308890204,65.0,119.0,65.0,119.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,38.12151623427379,38.0,88.0,38.0,88.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,16.91892431568863,0.426,0.326,0.442,0.384,0.192,0.1,0.51,0.435,0.125,0.043,0.141,0.067,0.159,0.075,0.192,0.117
14.0,105.0,14.0,105.0,0.164705887436867,0.164705887436867,0.092,0.015152941644191766,45.89389937671455,41.0,131.0,41.0,131.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,50.21205034650547,64.0,104.0,64.0,104.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,23.71181140275875,44.0,113.0,44.0,113.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,32.09750769140807,56.0,113.0,56.0,113.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,30.56550343115585,58.0,118.0,58.0,118.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,35.7246413557925,33.0,130.0,33.0,130.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,51.93505559831432,56.0,119.0,56.0,119.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,36.55475345286848,36.0,104.0,36.0,104.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,28.040149785619906,0.384,0.292,0.376,0.318,0.392,0.309,0.35,0.259,0.134,0.034,0.192,0.084,0.158,0.067,0.209,0.117
16.0,102.0,16.0,102.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,42.71123973850443,55.0,131.0,55.0,131.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,48.51030818290067,56.0,115.0,56.0,115.0,0.19215688109397897,0.19215688109397897,0.092,0.017678433060646065,32.56148031032987,68.0,65.0,68.0,65.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,22.41093483101497,39.0,99.0,39.0,99.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,22.299103120977758,70.0,117.0,70.0,117.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,38.029593739612835,30.0,125.0,30.0,125.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,48.8082984747471,47.0,111.0,47.0,111.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,29.34706118165838,33.0,98.0,33.0,98.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,26.100766272276374,0.267,0.159,0.292,0.201,0.142,0.05,0.242,0.151,0.133,0.05,0.192,0.092,0.192,0.1,0.192,0.117
29.0,117.0,29.0,117.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,42.60575078554537,75.0,126.0,75.0,126.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,48.303726564313855,46.0,125.0,46.0,125.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,43.246387132337425,52.0,101.0,52.0,101.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,18.607794065928395,31.0,99.0,31.0,99.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,28.30635970943632,70.0,103.0,70.0,103.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,26.004807247891687,24.0,108.0,24.0,108.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,39.37321424522006,52.0,76.0,52.0,76.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,6.800735254367722,19.0,151.0,19.0,151.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,76.9236634593023,0.234,0.142,0.243,0.151,0.133,0.067,0.209,0.109,0.108,0.016,0.226,0.126,0.175,0.109,0.401,0.326
31.0,145.0,31.0,145.0,0.172549024224281,0.172549024224281,0.116,0.020015686810016597,66.59767263200719,66.0,142.0,66.0,142.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,60.69802303205599,64.0,101.0,64.0,101.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,21.02974084481309,66.0,59.0,66.0,59.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,26.386549603917523,66.0,115.0,66.0,115.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,34.64462440264001,66.0,98.0,66.0,98.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,19.60229578391266,57.0,119.0,57.0,119.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,36.62308015445998,63.0,82.0,63.0,82.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,9.013878188659973,40.0,96.0,40.0,96.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,19.448650338776723,0.259,0.143,0.225,0.142,0.15,0.067,0.15,0.058,0.109,0.017,0.159,0.068,0.15,0.076,0.201,0.118
