xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8,state
60.0,73.0,60.0,73.0,0.172549024224281,0.172549024224281,0.073,0.012596078768372513,11.236102527122116,50.0,79.0,51.0,85.0,0.176470592617989,0.12941177189350098,0.066,0.011647059112787276,3.905124837953327,94.0,77.0,94.0,77.0,0.168627455830574,0.168627455830574,0.058,0.009780392438173293,40.37635446644484,50.0,111.0,50.0,111.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,28.77933286231632,83.0,104.0,83.0,104.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,36.10055401236939,63.0,108.0,63.0,108.0,0.164705887436867,0.164705887436867,0.075,0.012352941557765026,27.04163456597992,87.0,119.0,87.0,119.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,49.20619879649311,92.0,62.0,92.0,62.0,0.149019613862038,0.149019613862038,0.083,0.012368627950549153,43.176961449365564,74.0,110.0,74.0,110.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,34.00367627183861,105.0,123.0,105.0,123.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,65.12488003827723,0.207,0.134,0.191,0.125,0.367,0.309,0.526,0.468,0.341,0.267,0.334,0.259,0.192,0.109,0.392,0.309,0.483,0.409,3
86.0,55.0,86.0,55.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,42.19300889957956,59.0,70.0,60.0,73.0,0.176470592617989,0.14117647707462302,0.084,0.014823529779911077,11.236102527122116,72.0,83.0,72.0,83.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,18.006943105369107,59.0,62.0,59.0,62.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,21.10094784600919,68.0,93.0,68.0,93.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,17.5,89.0,98.0,89.0,98.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,38.27858409084641,85.0,118.0,85.0,118.0,0.172549024224281,0.172549024224281,0.084,0.014494118034839605,47.13013897709193,89.0,76.0,89.0,76.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,35.59845502265512,66.0,60.0,66.0,60.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,25.5,76.0,90.0,76.0,90.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,23.243278598338918,0.216,0.15,0.234,0.15,0.459,0.376,0.509,0.459,0.367,0.309,0.325,0.259,0.251,0.167,0.433,0.367,0.409,0.359,3
88.0,92.0,88.0,92.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,35.302266216207705,64.0,104.0,64.0,104.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,23.71181140275875,85.0,90.0,85.0,90.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,31.894356867634123,71.0,65.0,71.0,65.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,24.397745797511703,86.0,123.0,86.0,123.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,51.61637337124723,99.0,105.0,99.0,105.0,0.160784319043159,0.160784319043159,0.074,0.011898039609193766,50.31152949374527,85.0,105.0,85.0,105.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,38.30469945058961,75.0,87.0,75.0,87.0,0.14117647707462302,0.14117647707462302,0.083,0.011717647597193712,21.47673159491453,63.0,63.0,63.0,63.0,0.172549024224281,0.172549024224281,0.041,0.007074509993195521,21.47673159491453,72.0,107.0,72.0,107.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,30.401480227120523,0.3,0.226,0.208,0.125,0.401,0.309,0.433,0.375,0.393,0.318,0.425,0.351,0.259,0.168,0.492,0.409,0.408,0.367,3
73.0,68.0,73.0,68.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,23.90083680543424,70.0,84.0,70.0,84.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,16.070158679988197,82.0,81.0,82.0,81.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,28.040149785619906,65.0,86.0,65.0,86.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,11.543396380615196,82.0,114.0,82.0,114.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,42.14558102577303,84.0,102.0,84.0,102.0,0.164705887436867,0.164705887436867,0.067,0.01103529445827009,35.78058132562969,60.0,129.0,60.0,129.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,46.88549882426335,76.0,93.0,76.0,93.0,0.11764706671237898,0.11764706671237898,0.025,0.0029411766678094746,24.37724348649781,73.0,71.0,73.0,71.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,22.20923231451281,97.0,104.0,97.0,104.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,48.075461516245475,0.259,0.193,0.208,0.15,0.409,0.343,0.442,0.393,0.426,0.351,0.435,0.368,0.4,0.342,0.467,0.442,0.392,0.342,3
81.0,79.0,81.0,79.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,27.225906780123964,79.0,65.0,79.98553466796871,70.9130859375,0.172549024224281,0.11764706671237898,0.075,0.012941176816821075,28.451794134499913,77.0,71.0,77.0,71.0,0.164705887436867,0.164705887436867,0.05,0.00823529437184335,25.71478174124758,68.0,90.0,68.0,90.0,0.15686275064945202,0.15686275064945202,0.033,0.0051764707714319165,15.88238017426859,51.0,84.0,51.0,84.0,0.172549024224281,0.172549024224281,0.042,0.007247059017419803,3.3541019662496847,82.0,92.0,82.0,92.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,29.567718883945037,80.0,94.0,80.0,94.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,28.429737951659,75.0,56.0,75.0,56.0,0.160784319043159,0.160784319043159,0.075,0.012058823928236926,33.811980125393426,58.0,59.0,58.0,59.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,23.837994882120434,75.0,86.0,75.0,86.0,0.137254908680916,0.137254908680916,0.041,0.005627451255917557,21.289668856043768,0.259,0.192,0.208,0.133,0.885,0.835,0.55,0.517,0.409,0.367,0.401,0.335,0.258,0.184,0.501,0.426,0.35,0.292,3
75.0,79.0,75.0,79.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,21.289668856043768,80.0,91.0,80.0,91.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,27.35415873317986,81.0,89.0,81.0,89.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,27.77138815399763,55.0,80.0,55.0,80.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,2.692582403567252,81.0,89.0,81.0,89.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,27.77138815399763,92.0,111.0,92.0,111.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,47.5,64.0,103.0,64.0,103.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,22.808989455914087,70.0,86.0,70.0,86.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,16.3783393541592,53.0,73.0,53.0,73.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,9.5524865872714,69.0,92.0,69.0,92.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,17.755280904564703,0.267,0.201,0.275,0.201,0.434,0.384,0.475,0.434,0.359,0.292,0.359,0.293,0.275,0.192,0.425,0.367,0.451,0.393,3
78.0,78.0,78.0,78.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,24.41823089414956,61.0,55.0,62.0,58.0,0.176470592617989,0.14509804546833,0.066,0.011647059112787276,25.773047937719745,82.0,74.0,82.0,74.0,0.172549024224281,0.172549024224281,0.059,0.010180392429232578,29.261749776799064,64.0,107.0,64.0,107.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,26.462237244798484,90.0,97.0,90.0,97.0,0.14117647707462302,0.14117647707462302,0.025,0.0035294119268655757,38.81043674065006,69.0,96.0,69.0,96.0,0.172549024224281,0.172549024224281,0.057,0.009835294380784019,20.180436070610565,81.0,110.0,81.0,110.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,38.53894134508627,84.0,81.0,84.0,81.0,0.152941182255745,0.152941182255745,0.041,0.006270588472485545,30.03747659175118,81.0,84.0,81.0,84.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,27.04163456597992,77.0,96.0,77.0,96.0,0.172549024224281,0.172549024224281,0.049,0.00845490218698977,26.669270706189174,0.25,0.192,0.233,0.167,0.418,0.359,0.466,0.408,0.443,0.418,0.35,0.293,0.225,0.167,0.4,0.359,0.434,0.384,3
94.0,100.0,94.0,100.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,43.660622991432454,77.0,91.0,77.0,91.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,24.520399670478458,62.0,78.0,62.0,78.0,0.172549024224281,0.172549024224281,0.041,0.007074509993195521,9.17877987534291,51.0,81.0,51.0,81.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,3.3541019662496847,59.0,102.0,59.0,102.0,0.172549024224281,0.172549024224281,0.049,0.00845490218698977,20.130822139197395,85.0,89.0,85.0,89.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,31.67412192942371,82.0,112.0,82.0,112.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,40.67247226319049,73.0,101.0,73.0,101.0,0.164705887436867,0.164705887436867,0.05,0.00823529437184335,26.51886121235224,74.0,90.0,75.0,93.0,0.176470592617989,0.0823529437184334,0.041,0.007235294297337549,23.47871376374779,79.0,110.0,79.0,110.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,37.16517186829626,0.25,0.192,0.225,0.175,0.434,0.393,0.517,0.476,0.458,0.409,0.301,0.234,0.233,0.15,0.434,0.384,0.375,0.334,3
65.0,51.0,65.0,51.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,33.36540124140574,78.0,97.0,78.0,97.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,28.040149785619906,93.0,98.0,93.0,98.0,0.164705887436867,0.164705887436867,0.05,0.00823529437184335,41.96724913548659,66.0,73.0,66.0,73.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,15.305227865013967,83.0,99.0,83.0,99.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,33.36540124140574,79.0,104.0,79.0,104.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,32.973474187595095,86.0,102.0,86.0,104.0,0.172549024224281,0.0862745121121407,0.083,0.014321569010615324,38.55191305240247,83.0,67.0,83.0,67.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,32.882366094914765,74.0,76.0,74.0,76.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,21.02974084481309,73.0,105.0,73.0,105.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,29.449108645254444,0.2,0.142,0.225,0.159,0.426,0.376,0.358,0.3,0.909,0.842,0.317,0.267,0.242,0.159,0.409,0.351,0.375,0.326,3
63.0,80.0,63.0,80.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,9.340770846134703,64.0,83.0,64.97991943359371,86.919677734375,0.176470592617989,0.137254908680916,0.066,0.011647059112787276,11.83605432751721,87.0,75.0,87.0,75.0,0.172549024224281,0.172549024224281,0.057,0.009835294380784019,33.84154251803543,65.0,62.0,66.95010375976561,64.9251708984375,0.180392161011696,0.11764706671237898,0.058,0.010462745338678369,21.83070785242255,72.0,89.0,73.95648193359371,90.95654296875,0.172549024224281,0.11764706671237898,0.058,0.010007843405008298,21.67427715399448,92.0,115.0,92.0,115.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,50.002499937503124,82.0,94.0,82.0,94.0,0.172549024224281,0.172549024224281,0.066,0.011388235598802548,30.26962173533062,69.0,78.0,69.0,78.0,0.172549024224281,0.172549024224281,0.049,0.00845490218698977,15.660459763365825,67.0,81.0,67.0,81.0,0.176470592617989,0.176470592617989,0.033,0.005823529556393638,13.0862523283024,98.0,123.0,98.0,123.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,59.80175582706581,0.242,0.184,0.217,0.151,0.442,0.385,0.45,0.392,0.367,0.309,0.317,0.259,0.242,0.176,0.433,0.384,0.334,0.301,3
