xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,Tri0,Tri1,Tri2,Tri3,Tri4
152.0,154.0,152.0,154.0,0.18823531270027202,0.18823531270027202,0.057,0.010729412823915506,36.09016486523718,29.0,128.0,30.930908203125,128.0,0.19215688109397897,0.180392161011696,0.05,0.00960784405469895,96.57038619821954,120.0,109.0,120.0,109.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,19.96246477767713,2.0,123.0,31.4412536621094,135.100524902344,0.19607844948768602,0.15686275064945202,0.058,0.01137255007028579,96.35896806627996,167.0,119.0,167.0,119.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,40.40420770167385,180.0,123.0,177.102233886719,123.0,0.18431372940540303,0.109803929924965,0.058,0.010690196305513376,49.805939470637185,135.0,103.0,135.0,103.0,0.19215688109397897,0.19215688109397897,0.049,0.00941568717360497,25.622255950637914,0.199,0.142,0.225,0.175,0.267,0.209,0.334,0.276,0.2,0.109,0.251,0.193,0.482,0.55,0.692,0.592,0.5
137.0,129.0,134.10534667968798,129.0,0.19215688109397897,0.176470592617989,0.049,0.00941568717360497,6.77352233028467,106.0,100.0,106.0,100.0,0.19215688109397897,0.19215688109397897,0.05,0.00960784405469895,34.90701935141412,136.0,114.0,113.0,106.0,0.18431372940540303,0.105882361531258,0.074,0.013639215975999824,25.93260495977988,124.0,109.0,129.0,110.0,0.19215688109397897,0.113725498318672,0.075,0.014411766082048421,17.564168070250297,164.0,115.0,164.0,115.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,38.58108344772085,175.0,205.0,175.0,205.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,90.89829481348922,57.0,169.0,57.0,169.0,0.19215688109397897,0.19215688109397897,0.041,0.007878432124853138,81.80770134895614,0.175,0.126,0.192,0.142,0.2,0.126,0.392,0.317,0.175,0.1,0.276,0.218,0.441,0.467,0.667,0.625,0.492
139.0,131.0,139.0,131.0,0.18823531270027202,0.18823531270027202,0.049,0.00922353032231333,12.020815280171307,150.0,85.0,153.912414550781,85.0,0.18823531270027202,0.176470592617989,0.066,0.012423530638217955,50.03864149237375,157.0,165.0,109.0,154.0,0.18431372940540303,0.109803929924965,0.066,0.0121647061407566,32.31872522238462,135.0,90.0,143.791839599609,94.88433837890629,0.19215688109397897,0.168627455830574,0.058,0.011145099103450781,36.45826957661421,139.0,122.0,139.0,122.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,12.747548783981962,174.0,172.0,174.0,172.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,64.3622560201241,68.0,131.0,68.0,136.0,0.19215688109397897,0.176470592617989,0.041,0.007878432124853138,60.10407640085654,0.183,0.134,0.209,0.143,0.2,0.134,0.292,0.234,0.183,0.108,0.251,0.201,0.458,0.467,0.567,0.525,0.475
117.0,139.0,117.0,139.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,15.572411502397436,96.0,92.0,109.56787109375,94.438720703125,0.19215688109397897,0.133333340287209,0.058,0.011145099103450781,37.6112939933784,117.0,135.0,102.0,131.0,0.18431372940540303,0.172549024224281,0.049,0.009031372740864749,25.739075352467502,153.0,131.0,177.0,137.0,0.18823531270027202,0.125490203499794,0.066,0.012423530638217955,50.40337290301116,124.0,194.0,124.0,194.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,66.59204156654157,174.0,184.0,174.0,184.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,73.17444909256236,127.0,90.0,128.929595947266,92.8944091796875,0.19215688109397897,0.176470592617989,0.049,0.00941568717360497,34.63510734205015,0.192,0.126,0.209,0.151,0.192,0.143,0.283,0.217,0.176,0.109,0.267,0.201,0.45,0.467,0.542,0.525,0.492
139.0,104.0,139.0,104.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,26.16295090390226,122.0,125.0,127.0,117.0,0.133333340287209,0.176470592617989,0.074,0.009866667181253466,10.51189802081432,164.0,138.0,139.0,136.0,0.18431372940540303,0.172549024224281,0.067,0.012349019870162004,14.300349646075091,92.0,114.0,104.0,113.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,27.613402542968153,144.0,168.0,144.0,168.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,43.73213921133976,161.0,175.0,161.0,175.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,58.12486559124245,79.0,97.0,82.0,99.0,0.19215688109397897,0.180392161011696,0.041,0.007878432124853138,53.688918782184466,0.184,0.118,0.216,0.142,0.201,0.134,0.292,0.218,0.167,0.109,0.25,0.2,0.467,0.491,0.551,0.509,0.458
149.0,114.0,149.0,114.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,25.387004549572207,117.0,115.0,116.0,107.0,0.180392161011696,0.172549024224281,0.075,0.0135294120758772,23.50531854708632,105.0,138.0,96.90386962890629,138.0,0.18431372940540303,0.176470592617989,0.057,0.010505882576107973,32.34769224666518,146.0,106.0,154.0,110.0,0.19215688109397897,0.176470592617989,0.066,0.012682354152202611,31.756889016400834,152.0,159.0,152.0,159.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,39.90613987846983,175.0,168.0,175.0,168.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,62.42195126716242,134.0,106.0,140.65576171875,110.75408935546899,0.19215688109397897,0.172549024224281,0.041,0.007878432124853138,21.295529805927462,0.175,0.117,0.218,0.143,0.2,0.143,0.258,0.192,0.184,0.109,0.259,0.201,0.45,0.484,0.533,0.5,0.484
131.0,131.0,131.0,131.0,0.19215688109397897,0.19215688109397897,0.058,0.011145099103450781,4.949747468305833,152.0,89.0,152.0,89.0,0.19215688109397897,0.19215688109397897,0.058,0.011145099103450781,45.63441683641854,115.0,120.0,110.15643310546899,120.0,0.18431372940540303,0.172549024224281,0.058,0.010690196305513376,18.895748533071455,179.0,101.0,184.839141845703,104.89276123046899,0.19215688109397897,0.168627455830574,0.066,0.012682354152202611,61.63492867185161,190.0,157.0,190.0,157.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,69.11222757226105,158.0,183.0,158.0,183.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,63.32850858815483,100.0,85.0,114.0,96.0,0.19215688109397897,0.109803929924965,0.058,0.011145099103450781,34.27097897638759,0.175,0.117,0.209,0.151,0.192,0.134,0.283,0.217,0.142,0.084,0.259,0.209,0.442,0.467,0.533,0.475,0.459
128.0,88.0,123.14678955078101,91.882568359375,0.19215688109397897,0.172549024224281,0.067,0.012874511033296591,35.88247312950689,77.0,92.0,84.7607116699219,95.88037109375,0.19215688109397897,0.176470592617989,0.058,0.011145099103450781,53.164346127179165,104.0,114.0,95.0,113.0,0.18431372940540303,0.176470592617989,0.058,0.010690196305513376,35.58791929854849,123.0,123.0,131.718933105469,127.843872070312,0.19215688109397897,0.172549024224281,0.058,0.011145099103450781,4.232923877081067,88.0,133.0,90.886962890625,135.886962890625,0.18431372940540303,0.176470592617989,0.058,0.010690196305513376,37.56135824089954,148.0,170.0,148.0,170.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,47.185802949616104,94.0,46.0,98.2374267578125,55.474853515625,0.19607844948768602,0.176470592617989,0.049,0.009607844024896615,77.74265186401905,0.192,0.125,0.209,0.151,0.209,0.151,0.267,0.209,0.15,0.092,0.259,0.201,0.459,0.476,0.534,0.475,0.458
151.0,131.0,150.022033691406,133.93395996093798,0.18823531270027202,0.172549024224281,0.074,0.01392941313982013,23.42301949740425,149.0,113.0,167.490875244141,115.68634033203101,0.19215688109397897,0.14117647707462302,0.075,0.014411766082048421,41.69931243489569,149.0,90.0,132.0,91.0,0.18431372940540303,0.176470592617989,0.058,0.010690196305513376,36.776351096866584,88.0,147.0,110.0,155.0,0.19215688109397897,0.172549024224281,0.058,0.011145099103450781,32.59601202601324,147.0,142.0,147.0,142.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,24.300205760445735,152.0,113.0,152.0,113.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,28.469281690973517,83.0,74.0,90.0,84.0,0.19215688109397897,0.133333340287209,0.049,0.00941568717360497,57.43256915722994,0.183,0.109,0.209,0.134,0.2,0.142,0.284,0.226,0.158,0.092,0.251,0.201,0.45,0.467,0.55,0.492,0.458
92.0,105.0,92.0,105.0,0.18823531270027202,0.18823531270027202,0.059,0.011105883449316048,42.02975136733502,132.0,141.0,139.0,141.0,0.18823531270027202,0.15686275064945202,0.074,0.01392941313982013,17.7341478509682,169.0,114.0,162.1162109375,114.9833984375,0.18431372940540303,0.176470592617989,0.075,0.013823529705405227,36.809609809720506,96.0,101.0,117.0,112.0,0.19215688109397897,0.176470592617989,0.058,0.011145099103450781,18.721645226849056,157.0,207.0,157.0,207.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,84.79681597795992,180.0,234.0,180.0,234.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,118.73710456297981,119.0,156.0,124.0,159.0,0.19215688109397897,0.133333340287209,0.049,0.00941568717360497,31.693847983480957,0.176,0.117,0.208,0.134,0.226,0.151,0.292,0.234,0.166,0.092,0.284,0.217,0.459,0.492,0.592,0.525,0.499
