xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,state
46.0,107.0,46.0,107.0,0.172549024224281,0.172549024224281,0.059,0.010180392429232578,25.773047937719745,52.0,90.0,52.0,90.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,7.762087348130012,53.0,70.0,46.0,82.0,0.176470592617989,0.14509804546833,0.116,0.020470588743686725,8.0156097709407,82.0,79.0,82.0,79.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,28.217902119044926,21.0,63.0,21.0,63.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,38.33079701754191,52.0,107.0,52.0,107.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,24.58149710656371,21.0,116.0,21.0,116.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,47.02393007820593,55.0,89.0,55.0,89.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,6.576473218982953,0.292,0.233,0.234,0.151,0.308,0.192,0.234,0.159,0.133,0.033,0.359,0.259,0.166,0.108,2
59.0,99.0,59.0,99.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,17.240939649566666,51.0,117.0,51.0,117.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,34.630189141845584,25.0,110.0,25.0,110.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,39.96561021678513,70.0,109.0,70.0,109.0,0.18823531270027202,0.18823531270027202,0.057,0.010729412823915506,30.955613384328213,65.0,122.0,65.0,122.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,41.00304866714181,49.0,74.0,49.0,74.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,9.86154146165801,39.0,109.0,39.0,109.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,30.450779957170226,54.0,116.0,47.0,121.0,0.176470592617989,0.121568635106087,0.108,0.01905882400274281,39.131189606246316,0.259,0.201,0.25,0.151,0.259,0.168,0.208,0.151,0.141,0.075,0.301,0.218,0.233,0.15,2
47.0,91.0,47.0,91.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,11.01135777277262,63.0,88.0,58.098602294921896,89.9605712890625,0.18823531270027202,0.172549024224281,0.091,0.017129413455724753,8.5122655463233,45.0,88.0,45.0,88.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,10.547511554864494,63.0,111.0,63.0,111.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,29.88728826775691,40.0,75.0,40.0,75.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,15.88238017426859,54.0,78.0,54.0,78.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,4.5,14.0,118.0,14.0,118.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,53.48130514488217,79.0,72.0,79.0,72.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,27.115493725912497,0.242,0.176,0.25,0.159,0.258,0.167,0.217,0.159,0.142,0.067,0.292,0.217,0.175,0.117,2
50.0,123.0,50.0,123.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,40.697051490249265,58.0,69.0,56.0,73.0,0.18431372940540303,0.176470592617989,0.083,0.015298039540648452,9.7082439194738,41.0,90.0,41.0,90.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,15.008331019803634,64.0,114.0,64.0,114.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,33.04920573932148,44.0,92.0,44.0,92.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,13.793114224133722,35.0,80.0,35.0,80.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,19.1637678967368,28.0,119.0,28.0,119.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,44.81350242951336,67.0,82.0,67.0,82.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,13.009611831257688,0.258,0.2,0.225,0.142,0.267,0.159,0.2,0.133,0.151,0.076,0.358,0.275,0.217,0.151,2
54.0,91.0,54.0,94.0,0.176470592617989,0.125490203499794,0.083,0.014647059187293088,11.5,43.0,54.0,43.0,54.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,30.549140740780256,58.0,70.0,58.0,70.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,13.124404748406688,81.0,104.0,81.0,104.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,34.514489710844636,53.0,77.0,53.0,77.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,5.5901699437494745,38.0,66.0,38.0,66.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,22.983689869122408,11.0,82.0,13.9362182617187,83.95751953125,0.176470592617989,0.109803929924965,0.075,0.013235294446349175,40.09028523665824,58.0,94.0,58.0,94.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,12.175795661885921,0.283,0.2,0.25,0.175,0.292,0.184,0.258,0.167,0.192,0.092,0.292,0.209,0.125,0.05,2
37.0,123.0,37.0,123.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,43.92322847879013,55.0,58.0,47.0,70.0,0.18823531270027202,0.172549024224281,0.083,0.015623530954122578,14.326548781894402,42.0,66.0,42.0,66.0,0.180392161011696,0.180392161011696,0.109,0.019662745550274863,20.402205763103165,56.0,114.0,56.0,114.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,31.56342820417326,63.0,112.0,63.0,112.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,30.84234102658227,21.0,87.0,21.0,87.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,33.30540496676178,1.0,85.0,2.9337158203125,85.0,0.180392161011696,0.15686275064945202,0.058,0.010462745338678369,51.127442532563684,88.0,92.0,88.0,92.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,35.302266216207705,0.208,0.125,0.2,0.117,0.251,0.142,0.225,0.142,0.2,0.109,0.325,0.234,0.175,0.117,2
59.0,118.0,59.0,118.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,35.8503835404867,59.0,83.0,57.0,85.0,0.18823531270027202,0.172549024224281,0.083,0.015623530954122578,3.905124837953327,59.0,101.0,59.0,101.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,19.1637678967368,60.0,113.0,59.0,116.0,0.18823531270027202,0.176470592617989,0.083,0.015623530954122578,33.8710791088799,51.0,100.0,48.049285888671896,103.934326171875,0.18431372940540303,0.172549024224281,0.1,0.018431372940540303,22.245029486990685,40.0,66.0,40.0,66.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,21.639085008382402,43.0,83.0,43.0,83.0,0.180392161011696,0.180392161011696,0.057,0.010282353177666672,11.01135777277262,78.0,89.0,78.0,89.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,24.86463351831271,0.217,0.134,0.233,0.15,0.234,0.151,0.208,0.125,0.2,0.1,0.309,0.234,0.233,0.176,2
40.0,101.0,40.0,101.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,23.200215516240362,58.0,111.0,58.0,114.0,0.18823531270027202,0.172549024224281,0.099,0.018635295957326933,31.752952618614856,32.0,118.0,32.0,118.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,41.76421913552317,92.0,107.0,92.0,107.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,45.2133829745132,60.0,88.0,56.056365966796896,88.9859619140625,0.18431372940540303,0.176470592617989,0.1,0.018431372940540303,6.804141602000198,63.0,82.0,63.0,82.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,9.013878188659973,31.0,57.0,31.0,57.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,34.34020966738555,67.0,86.0,67.0,86.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,13.46291201783626,0.234,0.151,0.216,0.117,0.259,0.151,0.233,0.142,0.15,0.05,0.317,0.234,0.167,0.101,2
21.0,112.0,21.0,112.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,44.263416045307665,51.0,97.0,46.361968994140604,104.095092773437,0.180392161011696,0.152941182255745,0.092,0.01659607881307603,22.90605923199843,70.0,109.0,68.0,96.0,0.180392161011696,0.113725498318672,0.099,0.017858823940157906,19.448650338776723,58.0,90.0,58.0,97.648681640625,0.18823531270027202,0.152941182255745,0.066,0.012423530638217955,15.667882928111537,33.0,98.0,33.0,98.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,26.100766272276374,18.0,78.0,18.0,78.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,36.28015986734347,1.0,82.0,1.0,82.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,53.002358438092166,47.0,98.0,48.0,102.0,0.172549024224281,0.113725498318672,0.1,0.017254902422428102,20.402205763103165,0.225,0.159,0.234,0.142,0.258,0.159,0.192,0.126,0.133,0.05,0.292,0.217,0.125,0.059,2
43.0,118.0,43.0,118.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,37.16517186829626,36.0,92.0,35.0122680664062,96.9385986328125,0.18431372940540303,0.11764706671237898,0.108,0.019905882775783527,23.85386959093792,51.0,118.0,51.0,118.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,35.62653505464712,70.0,90.0,70.0,90.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,17.67059704707229,22.0,76.0,22.0,76.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,32.65348373451139,53.0,77.0,53.0,77.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,5.5901699437494745,34.0,80.0,34.0,80.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,20.155644370746373,65.0,108.0,65.0,108.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,27.77138815399763,0.175,0.117,0.309,0.201,0.283,0.175,0.234,0.159,0.141,0.067,0.3,0.208,0.167,0.092,2
55.0,95.0,55.0,95.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,12.539936203984453,30.0,99.0,30.0,99.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,29.124731758421397,37.0,132.0,37.0,132.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,52.33784481615574,48.0,94.0,48.0,94.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,12.971121771072847,82.0,135.0,82.0,135.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,59.5,25.0,102.0,25.0,102.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,34.9463875100131,30.0,150.0,30.0,150.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,71.63972361755732,25.0,106.0,25.0,106.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,37.32626421167808,0.492,0.401,0.275,0.176,0.266,0.2,0.367,0.275,0.625,0.534,0.4,0.317,0.392,0.292,3
47.0,108.0,47.0,108.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,26.443335644354704,25.0,103.0,40.0,109.0,0.180392161011696,0.12941177189350098,0.091,0.016415686652064335,29.970819141291418,66.0,117.0,66.0,117.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,36.52738698565776,31.0,135.0,31.0,135.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,57.31710041514661,53.0,125.0,53.0,125.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,42.51176307799995,38.0,100.0,37.0138549804687,101.972290039063,0.180392161011696,0.137254908680916,0.108,0.019482353389263168,25.839876199199175,48.0,110.0,48.0,110.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,28.146935890075138,27.0,106.0,31.0,106.0,0.18823531270027202,0.180392161011696,0.066,0.012423530638217955,32.882366094914765,0.45,0.384,0.333,0.242,0.317,0.234,0.342,0.242,0.633,0.559,0.459,0.351,0.425,0.334,3
50.0,110.0,50.0,110.0,0.180392161011696,0.180392161011696,0.084,0.015152941524982465,27.789386463180506,47.0,85.0,47.0,85.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,7.433034373659253,65.0,78.0,65.0,78.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,11.884864324004713,25.0,81.0,25.0,81.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,29.038767191463208,48.0,120.0,48.0,120.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,37.97696670351649,76.0,90.0,76.0,90.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,23.243278598338918,31.0,133.0,31.0,133.0,0.176470592617989,0.176470592617989,0.084,0.014823529779911077,55.49099025968089,72.0,95.0,72.0,95.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,21.914607000811127,0.459,0.375,0.242,0.151,0.275,0.184,0.341,0.25,0.659,0.584,0.491,0.392,0.492,0.408,3
59.0,103.0,59.0,103.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,21.10094784600919,57.0,85.0,57.0,85.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,3.905124837953327,86.0,120.0,86.0,120.0,0.176470592617989,0.176470592617989,0.167,0.029470588967204166,49.29756586282937,14.0,71.0,14.0,71.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,41.620307543313515,54.0,94.0,54.0,94.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,11.5,67.0,100.0,67.0,100.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,21.80022935659164,29.0,117.0,29.0,117.0,0.176470592617989,0.176470592617989,0.116,0.020470588743686725,42.60575078554537,34.0,84.0,36.0,83.0,0.18431372940540303,0.11764706671237898,0.083,0.015298039540648452,18.006943105369107,0.441,0.358,0.317,0.217,0.475,0.308,0.459,0.367,0.6,0.525,0.459,0.351,0.408,0.292,3
7.0,111.0,7.0,111.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,54.96589851899085,42.0,108.0,45.0,115.0,0.18431372940540303,0.172549024224281,0.108,0.019905882775783527,33.7231374578345,23.0,129.0,30.0,122.0,0.180392161011696,0.137254908680916,0.083,0.014972549363970768,46.219584593546486,32.0,82.0,32.0,82.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,22.005681084665387,40.0,142.0,42.9537963867187,140.03076171875,0.172549024224281,0.15686275064945202,0.1,0.017254902422428102,58.581628162809366,49.0,80.0,43.0,87.0,0.176470592617989,0.14509804546833,0.074,0.013058823853731185,11.884864324004713,34.0,133.0,34.0,133.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,54.31620384378864,43.0,80.0,43.0,80.0,0.18823531270027202,0.18823531270027202,0.082,0.015435295641422306,11.280514172678478,0.367,0.275,0.242,0.134,0.284,0.201,0.308,0.225,0.684,0.584,0.358,0.284,0.384,0.293,3
60.0,116.0,60.0,116.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,34.03307215048327,9.0,70.0,10.8372344970703,76.3489990234375,0.18431372940540303,0.0980392247438431,0.083,0.015298039540648452,43.59884332037458,72.0,111.0,72.0,111.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,33.70830758136635,51.0,43.0,51.0,43.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,39.613760235554516,12.0,88.0,12.0,88.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,42.358588267315994,64.0,57.0,64.0,57.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,27.390691849604675,65.0,111.0,65.0,111.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,30.549140740780256,58.0,81.0,58.0,81.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,4.272001872658765,0.4,0.325,0.25,0.167,0.275,0.175,0.267,0.175,0.509,0.434,0.367,0.301,0.4,0.326,3
